Mês,Empresa,Linha,Estudante_Cartao,Estudante_BT,Vale_Transporte,Integracao_Plena,Integracao_Complementar,Gratuito_Cartao,Gratuito_BT,Inteira_Cartao,Inteira_Especie,Tarifa_Social,Qtd_Viagens
2,GUANABARA - URB,67,4057,2432,12139,1398,55,4880,2137,2294,13311,0,972
2,GUANABARA - URB,70,8934,6373,29237,4141,73,10028,5248,4555,28897,0,2096
2,GUANABARA - URB,72,10271,6017,31832,6932,69,7461,2939,5811,27237,0,2110
2,GUANABARA - URB,75,7053,3749,14476,2406,98,5047,1531,3746,12332,0,1051
2,GUANABARA - URB,76,2641,1362,7164,1485,67,3279,718,1393,5940,0,537
2,GUANABARA - URB,77,14748,10139,49495,10705,77,9577,4698,8595,40418,0,3333
2,GUANABARA - URB,79,21002,11668,45165,10216,426,11592,3619,8357,33869,0,2884
2,GUANABARA - URB,81,4926,2857,12614,2432,8,3770,1409,3133,11611,0,1093
2,GUANABARA - URB,84,14387,7275,35491,12056,175,14405,4765,9886,29380,0,2917
2,GUANABARA - URB,101,3252,1761,9718,1829,35,5651,1785,1857,9700,0,892
2,GUANABARA - URB,102,2643,1296,7518,1382,31,4274,1344,1560,7550,0,684
2,GUANABARA - URB,125,141,101,464,254,0,302,5,107,457,0,166
2,GUANABARA - URB,592,817,353,1413,253,31,811,224,378,850,0,787
2,GUANABARA - URB,593,3198,781,2601,610,0,992,341,497,2049,0,804
2,GUANABARA - URB,1029,5073,2875,12746,3308,42,3733,1462,2161,9847,0,897
2,GUANABARA - URB,1214,2614,1717,8331,857,17,3781,1799,1433,7204,0,846
2,GUANABARA - URB,1301,12,15,43,12,0,8,2,5,34,0,8
2,GUANABARA - URB,1516,8034,4954,18645,3246,158,8330,3628,4326,19566,0,1970
2,GUANABARA - URB,1778,7670,4741,19657,3623,200,8993,3555,3723,17924,0,1694
2,GUANABARA - URB,2369,612,307,1813,554,0,1053,366,456,1170,0,347
2,GUANABARA - URB,6162,3450,1875,7181,1050,16,3043,1456,1409,6461,0,900
2,GUANABARA - URB,6443,5839,3330,14388,2824,27,5462,1858,3153,11945,0,926
2,GUANABARA - URB,7501,2872,1540,5749,1080,0,2030,690,1538,4945,0,368
2,GUANABARA - URB,7502,285,139,513,79,0,202,51,120,405,0,45
2,GUANABARA - URB,7601,257,178,723,112,0,454,124,141,1071,0,76
2,REUNIDAS,7,13527,7227,41995,9634,201,8694,3068,8760,32809,0,3127
2,REUNIDAS,26,15704,9171,40101,10739,165,7379,3299,6832,28557,0,2471
2,REUNIDAS,27,8998,5161,21145,2999,106,9277,3791,4410,23460,0,2399
2,REUNIDAS,35,13586,6502,29094,8472,1121,11550,4698,8140,21803,0,2274
2,REUNIDAS,68,7825,3963,21707,4464,142,8174,2590,5447,18439,0,1910
2,REUNIDAS,73,34546,23445,105750,29947,678,18413,7604,15468,73404,0,4983
2,REUNIDAS,85,8793,3691,14588,4058,517,8082,2573,3621,11497,0,1703
2,REUNIDAS,1029,16343,8885,39355,9669,114,10643,3759,7133,29307,0,2376
2,REUNIDAS,1778,1615,995,4142,833,33,1680,704,851,3669,0,355
2,REUNIDAS,6443,6623,3825,16394,3110,15,6067,2270,4099,14268,0,683
2,REUNIDAS,7847,12637,7898,26522,5317,29,9370,4090,6875,23999,0,2163
2,REUNIDAS,9018,134,111,544,380,2,354,56,90,393,0,93
2,SANTA MARIA - URB,24,11570,6375,27303,8123,0,10312,4446,7692,20884,0,2343
2,SANTA MARIA - URB,34,3868,2251,7143,1874,0,6622,2996,1762,8085,0,1059
2,SANTA MARIA - URB,36,5461,3271,10758,3793,0,6296,2746,2393,11510,0,1888
2,SANTA MARIA - URB,37,16614,9012,24232,9041,1,10181,4772,6855,23461,0,2748
2,SANTA MARIA - URB,38,23943,14644,45774,12207,79,32623,13375,10796,61641,0,3955
2,SANTA MARIA - URB,39,13160,5357,25431,7350,0,7393,2858,5619,15778,0,2357
2,SANTA MARIA - URB,44,10054,6036,18859,5482,0,10540,5218,5144,19242,0,2778
2,SANTA MARIA - URB,46,15922,10792,24086,10938,0,6194,4102,6580,27245,0,2256
2,SANTA MARIA - URB,48,6925,4202,9824,3198,0,5578,2888,2160,10556,0,1576
2,SANTA MARIA - URB,54,16441,11303,30348,11475,0,9609,6026,7014,31405,0,3118
2,SANTA MARIA - URB,56,4557,3510,26784,11631,0,3518,1969,4187,17198,0,2474
2,SANTA MARIA - URB,66,6053,4381,11332,1519,0,3046,1488,2646,13037,0,1940
2,SANTA MARIA - URB,83,5800,4303,17621,1787,0,4462,1463,3673,17735,0,1368
2,SANTA MARIA - URB,331,8176,3760,15247,3544,77,4964,1530,4682,11835,0,1161
2,SANTA MARIA - URB,332,2152,950,4088,883,0,1287,328,1116,2478,0,521
2,SANTA MARIA - URB,411,1667,969,3475,1268,0,1564,469,940,3540,0,419
2,SANTA MARIA - URB,412,1402,695,2028,576,0,1223,322,428,2026,0,333
2,SANTA MARIA - URB,561,146,199,2390,280,0,142,32,315,1023,0,316
2,VIA SUL - URB,50,25051,14137,63861,16902,164,17534,6320,12634,45915,0,3973
2,VIA SUL - URB,51,16979,9306,23751,8482,0,10538,5524,6641,23136,0,2804
2,VIA SUL - URB,52,12239,7559,20807,6499,0,11184,6079,5084,21551,0,2658
2,VIA SUL - URB,65,7939,4277,13236,3177,0,4753,1965,3368,10021,0,1600
3,CONCEIÇÃO,21,10752,5265,26297,5495,0,13630,4639,5188,24128,0,3402
3,CONCEIÇÃO,30,9513,3567,16749,4226,0,6142,2100,4492,12737,0,1851
3,CONCEIÇÃO,31,11460,3914,17637,6472,0,6199,1938,4262,12419,0,1691
3,CONCEIÇÃO,41,6913,2457,17598,6752,0,4720,1972,4101,9469,0,1734
3,CONCEIÇÃO,59,7331,3949,16144,5272,211,11191,3304,3866,16928,0,2119
3,CONCEIÇÃO,63,27604,10732,39302,15275,0,14722,4241,6502,25697,0,2956
3,CONCEIÇÃO,76,2215,1028,6187,1277,72,2925,611,1254,5434,0,575
3,CONCEIÇÃO,83,3364,2057,11086,1063,0,2465,637,2200,9151,0,949
3,CONCEIÇÃO,411,3193,1480,6485,2270,0,2360,655,1914,5566,0,678
3,CONCEIÇÃO,412,1674,593,1311,399,0,747,193,351,1280,0,252
3,CONCEIÇÃO,587,1280,113,663,549,0,923,163,348,851,0,649
3,CONCEIÇÃO,599,7343,2586,14119,5302,38,6083,842,4023,9002,0,1442
3,CONCEIÇÃO,905,51,82,466,28,0,130,15,27,348,0,131
3,CONCEIÇÃO,2271,10152,5588,20419,3942,0,13567,4348,4357,20598,0,2422
3,CONCEIÇÃO,2369,517,183,1167,561,0,755,278,235,731,0,272
3,CONCEIÇÃO,3001,1532,514,2551,1007,0,805,354,648,1726,0,384
3,CONCEIÇÃO,3101,936,324,1593,772,0,432,139,366,889,0,211
3,CONCEIÇÃO,6301,3312,1524,8660,1968,0,2273,689,1738,5151,0,710
3,CONCEIÇÃO,7601,82,49,190,40,0,150,34,32,316,0,22
3,DUNAS - URB,33,31400,13556,65391,17017,213,17270,5033,15263,45117,0,3636
3,DUNAS - URB,40,20489,9957,45430,14018,99,27407,9079,10235,44152,0,3762
3,DUNAS - URB,57,338,144,775,504,0,431,170,143,299,0,374
3,DUNAS - URB,331,7660,3057,13308,2785,48,3984,1230,3812,9177,0,1011
3,DUNAS - URB,332,1789,640,3458,775,0,849,295,1068,1774,0,454
3,DUNAS - URB,411,1434,696,3433,1239,0,1316,541,931,2691,0,385
3,DUNAS - URB,412,1192,530,1231,459,0,707,178,371,1041,0,238
3,GUANABARA - URB,2,12058,5595,33200,6492,240,8194,2612,5487,19942,0,2404
3,GUANABARA - URB,4,6518,3936,24156,4797,0,3598,1589,3298,13294,0,1841
3,GUANABARA - URB,5,308,145,1658,174,2,463,194,231,1242,0,172
3,GUANABARA - URB,8,19170,8876,49999,17463,573,16488,4700,8392,32674,0,2989
3,GUANABARA - URB,13,3665,1318,5530,1434,73,2503,864,1401,4740,0,1027
3,GUANABARA - URB,18,420,107,577,177,0,56,18,65,150,0,52
3,GUANABARA - URB,19,3429,1792,10270,2646,0,7631,2897,1783,9092,0,1466
3,GUANABARA - URB,20,3992,1856,7902,1845,0,7179,3359,1809,8066,0,1451
3,GUANABARA - URB,25,3422,1441,4349,1085,0,2961,1468,958,3949,0,899
3,GUANABARA - URB,60,20703,9403,50053,9453,260,12557,4391,9017,31448,0,3420
3,GUANABARA - URB,64,13115,6364,33473,5809,110,14332,5753,6010,27535,0,2423
3,GUANABARA - URB,67,5861,2853,18089,2104,69,6367,2578,3304,16625,0,1321
3,GUANABARA - URB,70,8243,4436,27367,3732,54,8287,4112,4224,22282,0,1975
3,GUANABARA - URB,72,9720,4606,30036,6447,69,6455,2430,5400,22223,0,2224
3,GUANABARA - URB,75,6083,2229,11335,1962,79,3867,1039,2939,7956,0,768
3,GUANABARA - URB,76,2283,940,5313,1071,44,2547,491,1037,4192,0,402
3,GUANABARA - URB,77,14024,7347,44884,9861,49,8010,3369,7711,31317,0,3258
3,GUANABARA - URB,79,19744,8565,40860,9068,323,10033,2799,7332,26790,0,2862
3,GUANABARA - URB,81,4346,1977,9902,2002,10,2879,1098,2504,7932,0,925
3,GUANABARA - URB,84,14118,5518,35071,11166,158,12710,4125,9252,23301,0,2838
3,GUANABARA - URB,101,2323,986,6440,1367,13,3480,978,1223,5367,0,591
3,GUANABARA - URB,102,2259,1016,6931,1254,25,3853,1045,1452,6080,0,642
3,GUANABARA - URB,125,17,25,326,154,0,286,3,74,161,0,183
3,GUANABARA - URB,592,626,218,1054,204,15,621,159,290,563,0,557
3,GUANABARA - URB,593,3302,601,1873,537,0,706,247,338,1525,0,601
3,GUANABARA - URB,1029,5204,2260,10794,2888,55,3131,1162,1979,7629,0,804
3,GUANABARA - URB,1214,1992,1131,6261,670,14,2790,1278,1229,5241,0,833
3,GUANABARA - URB,1516,7759,3960,19668,3742,146,8010,3371,4344,17092,0,2039
3,GUANABARA - URB,1778,5850,2888,15447,3029,128,6710,2459,3003,12587,0,1410
3,GUANABARA - URB,2369,459,186,1283,448,0,711,198,289,619,0,245
3,GUANABARA - URB,6162,3356,1361,6212,934,8,2761,1211,1264,4816,0,793
3,GUANABARA - URB,6443,4755,2210,12989,2472,10,4287,1399,2788,9054,0,838
3,GUANABARA - URB,7501,4157,1536,6562,1231,0,2225,682,1852,4998,0,519
3,GUANABARA - URB,7502,132,42,336,45,0,111,30,90,262,0,39
3,GUANABARA - URB,7601,70,33,225,42,0,144,48,39,229,0,29
3,REUNIDAS,7,13821,5300,38283,8556,155,7691,2376,8143,25148,0,2966
3,REUNIDAS,26,16300,7250,38078,10330,150,6617,2715,6495,23052,0,2539
3,REUNIDAS,27,8074,3712,20705,3199,107,8655,3177,4393,19124,0,2330
3,REUNIDAS,35,12090,4701,25894,7181,845,9916,3830,6898,16648,0,2065
3,REUNIDAS,68,7147,2835,17760,3695,144,6693,1991,4425,13808,0,1552
3,REUNIDAS,73,32259,16894,93642,26603,529,16050,6044,12591,54016,0,4903
3,REUNIDAS,85,8437,2763,11643,3307,420,6217,1943,2886,8145,0,1417
3,REUNIDAS,1029,16681,6906,35437,8914,148,9143,2890,6491,23064,0,2280
3,REUNIDAS,1778,1096,517,2887,534,19,1047,398,549,2127,0,258
3,REUNIDAS,6443,5311,2463,13684,2729,19,4685,1618,3132,10369,0,614
3,REUNIDAS,7847,11981,5478,25592,4842,49,8466,3318,6488,19025,0,2067
3,REUNIDAS,9018,7,12,225,225,0,231,34,19,117,0,88
3,SANTA MARIA - URB,24,11293,5097,24172,8006,0,8736,3519,6820,16858,0,2304
3,SANTA MARIA - URB,34,3119,1400,5091,1568,0,5192,2125,1354,5419,0,940
3,SANTA MARIA - URB,36,4611,2222,8371,3196,0,5005,2008,1831,7262,0,1516
3,SANTA MARIA - URB,37,18368,7871,24731,9473,0,9827,4215,6443,20172,0,3015
3,SANTA MARIA - URB,38,21104,10592,42271,11335,48,29929,10992,9394,47544,0,3967
3,SANTA MARIA - URB,39,12478,3974,23125,7299,0,6341,2318,4833,12381,0,2183
3,SANTA MARIA - URB,44,9812,4407,15758,4695,0,8479,3836,4232,14209,0,2380
3,SANTA MARIA - URB,46,15370,7942,22335,9903,0,5111,3209,5690,20950,0,2310
3,SANTA MARIA - URB,48,8700,3611,8179,3597,0,4669,2255,1825,7291,0,1485
3,SANTA MARIA - URB,54,16411,8486,29438,11319,0,8705,5227,6226,25899,0,3332
3,SANTA MARIA - URB,56,3772,2264,21293,8741,0,2640,1386,3195,12495,0,2342
3,SANTA MARIA - URB,66,6233,3271,8414,1166,0,2093,921,2020,8504,0,1547
3,SANTA MARIA - URB,83,5047,2910,15721,1534,0,3668,1055,3160,12987,0,1274
3,SANTA MARIA - URB,331,7296,2659,13771,2976,75,3886,1176,4043,8887,0,1027
3,SANTA MARIA - URB,332,1777,625,2642,609,0,725,209,791,1419,0,363
3,SANTA MARIA - URB,411,1838,815,2966,1028,0,1167,338,786,2734,0,313
3,SANTA MARIA - URB,412,1097,525,1537,459,0,856,222,398,1413,0,251
3,SANTA MARIA - URB,561,22,25,1585,218,0,99,16,215,381,0,348
3,VIA SUL - URB,50,23938,10825,59061,15993,151,14983,5014,11320,36689,0,3947
3,VIA SUL - URB,51,14817,6424,18887,6933,0,7919,3749,5135,15865,0,2580
3,VIA SUL - URB,52,10818,5572,17923,5755,1,8797,4567,4169,16211,0,2613
3,VIA SUL - URB,65,6995,2908,9711,2349,0,3457,1405,2515,6742,0,1228
4,CONCEIÇÃO,21,3050,1892,18953,2811,0,7630,2288,2709,13561,0,1736
4,CONCEIÇÃO,30,1284,724,8076,2188,0,2557,820,1764,5248,0,1025
4,CONCEIÇÃO,31,1209,624,8560,1654,0,2023,603,1491,4925,0,841
4,CONCEIÇÃO,41,840,400,5977,1666,0,1293,354,898,2747,0,657
4,CONCEIÇÃO,59,2216,1976,12891,2429,0,6290,2225,2301,11095,0,1240
4,CONCEIÇÃO,63,2500,1569,17266,3425,0,4787,1355,2509,9450,0,939
4,CONCEIÇÃO,76,913,636,5401,1011,32,2260,481,878,4402,0,481
4,CONCEIÇÃO,83,667,608,5907,439,0,1064,311,966,4101,0,582
4,CONCEIÇÃO,411,1380,866,5627,1695,0,1901,496,1232,4325,0,655
4,CONCEIÇÃO,599,1536,911,7225,1909,0,2917,456,1563,4384,0,824
4,CONCEIÇÃO,2271,1956,1566,11087,1632,0,6122,1886,1681,10135,0,1183
4,CONCEIÇÃO,6301,916,503,5952,1305,0,1385,425,838,3149,0,447
4,DUNAS - URB,33,6522,4431,42913,10945,0,9315,2263,8143,24648,0,2295
4,DUNAS - URB,40,5599,4081,28335,6436,0,12180,4279,4862,25229,0,2018
4,DUNAS - URB,331,473,238,2647,500,0,592,146,562,1455,0,241
4,DUNAS - URB,332,237,177,1869,278,0,318,96,488,879,0,308
4,DUNAS - URB,411,978,651,3977,1380,0,1224,541,947,2855,0,435
4,GUANABARA - URB,2,2209,1479,17068,3183,112,3530,1074,2223,8755,0,1410
4,GUANABARA - URB,4,1053,975,11155,1823,0,1303,522,1117,5346,0,986
4,GUANABARA - URB,8,4356,3031,33608,9524,256,8696,2430,4293,17384,0,1887
4,GUANABARA - URB,13,0,3,0,0,0,0,1,0,5,0,9
4,GUANABARA - URB,19,891,612,5812,979,0,3167,1478,772,4912,0,705
4,GUANABARA - URB,25,0,0,0,0,0,0,0,0,0,0,1
4,GUANABARA - URB,60,3959,2712,27909,4702,129,5628,1845,4543,15573,0,1856
4,GUANABARA - URB,64,3084,2352,22860,3660,31,6528,2530,3210,17143,0,1307
4,GUANABARA - URB,67,1781,1231,11969,1276,19,2914,1268,1563,9091,0,763
4,GUANABARA - URB,70,1776,1187,12985,1605,19,3011,1347,1439,8319,0,737
4,GUANABARA - URB,72,2338,1806,18013,3078,31,2963,1209,2493,11494,0,1402
4,GUANABARA - URB,75,1612,1020,8404,1092,76,2493,767,1654,5902,0,543
