Mês,Empresa,Linha,Estudante_Cartao,Estudante_BT,Vale_Transporte,Integracao_Plena,Integracao_Complementar,Gratuito_Cartao,Gratuito_BT,Inteira_Cartao,Inteira_Especie,Tarifa_Social,Qtd_Viagens
5,GUANABARA - URB,5,2064,1708,18721,1767,22,4987,2326,3216,16814,0,1619
5,GUANABARA - URB,8,5546,2823,52615,15462,510,11749,4080,8345,26879,0,2814
5,GUANABARA - URB,15,3017,1710,25167,3480,145,7434,3598,4888,20365,0,1070
5,GUANABARA - URB,17,1396,809,11989,1694,64,3152,1672,2048,9252,0,712
5,GUANABARA - URB,19,756,387,7367,1153,1,3363,1597,1343,5786,0,903
5,GUANABARA - URB,25,901,580,9741,1410,0,3076,1713,1898,5985,0,1276
5,GUANABARA - URB,29,1788,814,16097,3429,17,2700,1251,2661,9767,0,911
5,GUANABARA - URB,43,2107,1230,17015,3443,59,4203,1487,3398,11773,0,1065
5,GUANABARA - URB,60,5842,2978,44289,6838,186,7884,3367,8267,26915,0,2500
5,GUANABARA - URB,64,4618,2515,37475,4822,55,11956,5739,6746,31731,0,1857
5,GUANABARA - URB,70,1566,1023,17828,1720,13,3485,1720,2268,12317,0,918
5,GUANABARA - URB,72,2878,1772,27362,5654,40,4082,1789,4938,19459,0,1841
5,GUANABARA - URB,75,2004,971,14721,2380,5,2838,1097,4296,10290,0,884
5,GUANABARA - URB,76,726,459,7217,1195,40,2017,600,1394,4508,0,556
5,GUANABARA - URB,77,4191,2902,46622,8968,61,5971,2825,7039,28069,0,2910
5,GUANABARA - URB,79,4929,2800,38766,6467,180,6008,2219,6165,23134,0,2097
5,GUANABARA - URB,84,4087,1962,33327,7182,80,8483,3592,7803,22412,0,2184
5,GUANABARA - URB,581,121,54,1165,188,0,407,189,183,443,0,616
5,GUANABARA - URB,592,110,64,1004,131,0,302,155,111,406,0,554
5,GUANABARA - URB,593,518,161,1177,216,0,460,211,211,1068,0,513
5,GUANABARA - URB,1029,16,11,130,18,0,25,21,24,97,0,9
5,REUNIDAS,7,4554,2364,42870,8601,114,6223,2541,8557,27405,0,2505
5,REUNIDAS,26,1490,686,14781,4458,25,1992,861,2764,7850,0,493
5,REUNIDAS,27,2853,1466,20567,2371,68,5698,2326,4149,18096,0,1528
5,REUNIDAS,29,3064,1437,29088,6104,39,5310,2311,5132,18252,0,1641
5,REUNIDAS,35,4476,2111,32014,7937,456,7413,3397,7873,19410,0,1821
5,REUNIDAS,43,2198,1156,19237,3294,25,4520,1647,3771,12726,0,1138
5,REUNIDAS,68,616,263,7138,897,19,1471,496,1653,3826,0,508
5,REUNIDAS,73,11502,7599,119820,30399,566,14326,6448,18347,70943,0,5175
5,REUNIDAS,78,1322,807,16368,1926,35,1744,616,3488,8091,0,611
5,REUNIDAS,9018,0,1,29,41,0,6,0,9,41,0,25
5,SANTA MARIA - URB,24,3342,1511,20983,6358,14,4770,2315,5903,15237,0,1640
5,SANTA MARIA - URB,37,3303,1479,20436,6952,0,5064,2220,4841,13153,0,1819
5,SANTA MARIA - URB,38,7845,5354,58366,13298,283,27854,13643,10549,57211,0,3988
5,SANTA MARIA - URB,39,3188,1219,26336,6729,105,4428,1867,5405,12277,0,1843
5,SANTA MARIA - URB,46,5223,2716,36755,15550,1,5269,2947,7774,24401,0,1802
5,SANTA MARIA - URB,54,3245,1606,20764,9187,44,5224,3112,4404,13110,0,2170
5,SANTA MARIA - URB,56,504,289,9790,2897,0,914,434,1339,4776,0,1036
5,SANTA MARIA - URB,83,831,538,10859,916,1,1683,740,2333,7971,0,803
5,SANTA MARIA - URB,331,1598,794,11591,2349,11,2435,880,3154,8531,0,725
5,SANTA MARIA - URB,411,963,542,6637,2033,0,1734,723,1631,4753,0,485
5,SANTA MARIA - URB,536,227,75,2075,328,0,705,295,520,1223,0,502
5,VIA SUL - URB,50,8038,4001,69267,16876,229,12293,4774,12680,41684,0,3974
5,VIA SUL - URB,51,3173,1278,17200,6713,0,4598,2106,4267,11690,0,1479
5,VIA SUL - URB,52,2568,1207,15055,5070,34,5325,2890,3836,12476,0,1384
6,CONCEIÇÃO,21,4631,2203,31292,4753,48,11615,4920,6101,26915,0,2560
6,CONCEIÇÃO,30,2666,934,19190,4677,118,4233,1440,4753,11897,0,1673
6,CONCEIÇÃO,41,807,287,6115,1917,50,1120,528,1352,2804,0,569
6,CONCEIÇÃO,59,2442,1604,21084,4280,42,9562,3883,3844,18698,0,1900
6,CONCEIÇÃO,63,6010,2807,44751,8836,60,10349,3622,7428,27324,0,3218
6,CONCEIÇÃO,76,832,356,7010,1119,44,2249,622,1326,5141,0,534
6,CONCEIÇÃO,83,1380,819,13826,1019,2,2330,894,3061,12587,0,967
6,CONCEIÇÃO,411,1762,908,9222,2979,0,3074,1153,2518,7768,0,864
6,CONCEIÇÃO,587,49,16,368,156,0,342,63,176,383,0,224
6,CONCEIÇÃO,589,85,7,548,365,0,283,68,192,148,0,355
6,CONCEIÇÃO,599,1857,842,14500,5298,45,3885,802,4540,8124,0,1279
6,CONCEIÇÃO,905,92,50,1596,65,0,44,34,145,366,0,60
6,CONCEIÇÃO,2271,2871,1503,21149,2418,0,9275,3575,3768,17219,0,1754
6,DUNAS - URB,33,10987,4446,65147,17203,126,11888,4517,14895,43432,0,2679
6,DUNAS - URB,40,5878,3163,36908,9010,102,16549,6766,7524,36220,0,2367
6,DUNAS - URB,331,1989,820,10902,2104,13,2507,951,3017,7990,0,648
6,DUNAS - URB,332,603,170,3514,588,0,584,246,1265,1877,0,599
6,DUNAS - URB,411,841,335,4561,1992,0,1338,527,1135,3394,0,354
6,GUANABARA - URB,2,3462,1555,26796,6024,146,5695,2228,4714,14489,0,2032
6,GUANABARA - URB,4,2187,1288,21493,3222,16,2704,1241,2845,12188,0,1427
6,GUANABARA - URB,5,2378,1640,18532,1876,17,5178,2543,3465,17527,0,1579
6,GUANABARA - URB,8,7041,2898,52562,15805,663,12402,4432,8618,29061,0,2822
6,GUANABARA - URB,15,4081,1880,25263,3517,150,8081,4026,5208,21670,0,1130
6,GUANABARA - URB,17,1951,782,12747,1693,52,3595,1696,2309,9830,0,713
6,GUANABARA - URB,19,1125,452,7284,1182,0,3406,1691,1374,6047,0,900
6,GUANABARA - URB,25,1222,511,10314,1421,0,3293,1848,2151,6430,0,1276
6,GUANABARA - URB,29,2449,856,16477,3410,20,3194,1315,2889,10588,0,921
6,GUANABARA - URB,43,2747,1167,16724,3545,56,4493,1510,3367,12118,0,1017
6,GUANABARA - URB,60,7076,2995,44760,7202,161,8330,3408,8546,28065,0,2485
6,GUANABARA - URB,64,5818,2552,36078,4608,81,11481,5626,6853,32548,0,1779
6,GUANABARA - URB,70,2126,1025,18003,1690,15,3980,2044,2292,12379,0,889
6,GUANABARA - URB,72,3353,1828,27774,5485,20,4480,1885,5100,19944,0,1845
6,GUANABARA - URB,75,2468,892,13947,2080,1,2886,1083,4211,10480,0,846
6,GUANABARA - URB,76,959,477,7925,1204,42,2189,633,1449,5002,0,550
6,GUANABARA - URB,77,5208,2901,46106,8830,65,6440,3081,7344,29526,0,2944
6,GUANABARA - URB,79,6082,2807,38910,6474,175,6623,2279,6458,23579,0,2112
6,GUANABARA - URB,84,4873,1831,33137,7526,95,8989,3590,8140,23044,0,2234
6,GUANABARA - URB,581,93,22,727,119,0,238,119,108,326,0,404
6,GUANABARA - URB,592,136,33,1163,159,0,398,150,165,550,0,561
6,GUANABARA - URB,593,664,166,1138,204,0,539,195,240,1139,0,507
6,REUNIDAS,7,5626,2588,43575,9049,116,6868,2761,8984,29465,0,2495
6,REUNIDAS,26,1912,741,14704,4192,33,2069,895,2847,8568,0,503
6,REUNIDAS,27,3576,1455,19283,2281,56,5898,2551,4146,19639,0,1512
6,REUNIDAS,29,3893,1536,29497,5995,31,5969,2405,5268,19200,0,1614
6,REUNIDAS,35,5527,2077,32098,8360,474,8301,3587,8124,20605,0,1749
6,REUNIDAS,43,2877,1138,19902,3662,21,4517,1700,3847,13424,0,1132
6,REUNIDAS,68,745,296,6681,998,8,1378,483,1589,3972,0,508
6,REUNIDAS,73,14085,8151,121392,31129,726,16065,6937,19735,74950,0,5144
6,REUNIDAS,78,1627,837,14981,1757,37,1883,654,3640,8033,0,577
6,REUNIDAS,9018,1,2,54,10,0,9,1,7,48,0,25
6,SANTA MARIA - URB,24,4219,1403,20297,6419,1,4969,2371,5924,15310,0,1591
6,SANTA MARIA - URB,37,4756,1827,21391,7820,0,5607,2538,4860,14517,0,1886
6,SANTA MARIA - URB,38,10207,5828,60090,14000,186,30250,14481,10938,61199,0,4009
6,SANTA MARIA - URB,39,4025,1261,26161,7089,94,4897,1986,5904,12905,0,1821
6,SANTA MARIA - URB,46,6312,2872,36633,16262,3,5410,3000,8178,26051,0,1781
6,SANTA MARIA - URB,54,3935,1780,20796,9349,50,5472,3275,4758,14425,0,2123
6,SANTA MARIA - URB,56,547,323,9389,3309,0,910,472,1463,5305,0,956
6,SANTA MARIA - URB,83,1032,496,10646,844,0,1645,670,2323,7735,0,722
6,SANTA MARIA - URB,331,1967,869,11731,2258,18,2582,924,3158,8895,0,736
6,SANTA MARIA - URB,411,1122,560,6212,1991,0,1716,720,1633,4616,0,450
6,SANTA MARIA - URB,536,255,82,1759,260,0,653,328,437,1165,0,443
6,VIA SUL - URB,50,10106,4079,70920,17428,224,13241,4982,13233,43862,0,3766
6,VIA SUL - URB,51,4007,1386,16853,6323,0,4707,2311,4298,12064,0,1460
6,VIA SUL - URB,52,3476,1277,15799,5636,53,5858,3160,3967,12805,0,1349
7,CONCEIÇÃO,21,5503,2740,33678,5253,36,12006,5187,6731,30097,0,2647
7,CONCEIÇÃO,30,3345,1261,20449,5048,145,4267,1662,5435,13430,0,1822
7,CONCEIÇÃO,41,941,296,6479,1874,57,1091,541,1425,2924,0,603
7,CONCEIÇÃO,59,3247,1889,22805,4926,67,9725,4151,4375,20331,0,1982
7,CONCEIÇÃO,63,7401,3348,47075,9625,63,10667,3986,8320,30955,0,3129
7,CONCEIÇÃO,76,1181,509,7820,1378,43,2407,782,1505,5776,0,600
7,CONCEIÇÃO,83,1838,1069,14907,1194,2,2250,991,3190,13397,0,977
7,CONCEIÇÃO,411,2263,1015,10057,3371,0,3154,1304,2666,8828,0,885
7,CONCEIÇÃO,587,73,21,537,146,0,371,110,155,348,0,231
7,CONCEIÇÃO,589,136,7,579,460,0,288,94,226,150,0,397
7,CONCEIÇÃO,599,2480,1095,16580,6287,70,4071,889,5372,9549,0,1401
7,CONCEIÇÃO,905,137,90,2162,97,0,94,20,179,727,0,99
7,CONCEIÇÃO,2271,3648,2050,21961,2634,0,9567,3804,4052,19430,0,1938
7,DUNAS - URB,33,13117,5306,70114,18417,186,12089,4901,16174,47041,0,2854
7,DUNAS - URB,40,7501,4030,40416,10303,123,17605,7404,8170,39740,0,2500
7,DUNAS - URB,331,2370,998,11751,2270,16,2630,1022,3458,9049,0,716
7,DUNAS - URB,332,703,249,3869,574,0,513,306,1369,2336,0,633
7,DUNAS - URB,411,1035,499,4902,2373,0,1349,593,1195,3626,0,376
7,GUANABARA - URB,2,4152,1834,29642,6614,181,6021,2359,5026,16313,0,2165
7,GUANABARA - URB,4,2676,1719,23253,3431,15,2658,1243,3303,13286,0,1485
7,GUANABARA - URB,5,3289,2102,20651,2091,26,5277,2812,3923,19418,0,1797
7,GUANABARA - URB,8,8680,3618,56601,17613,682,13211,4845,9796,31352,0,3018
7,GUANABARA - URB,15,4909,2247,27040,3908,200,8616,4436,5871,23902,0,1173
7,GUANABARA - URB,17,2354,983,13724,1849,86,3881,1922,2486,10632,0,801
7,GUANABARA - URB,19,1336,541,7960,1278,4,3692,1716,1530,6560,0,964
7,GUANABARA - URB,25,1491,658,10517,1507,2,3657,1924,2362,6962,0,1321
7,GUANABARA - URB,29,2872,1083,18210,3810,25,3433,1448,3218,11075,0,972
7,GUANABARA - URB,43,3322,1436,18749,3981,54,4629,1589,3839,13176,0,1108
7,GUANABARA - URB,60,8563,3749,48250,7918,233,8734,3560,8836,31275,0,2616
7,GUANABARA - URB,64,7348,3105,40026,5289,81,12911,6171,7565,33373,0,1925
7,GUANABARA - URB,70,2636,1345,19241,1860,30,4220,2255,2529,13197,0,969
7,GUANABARA - URB,72,4508,2157,30468,6126,35,4513,2235,5897,22551,0,1938
7,GUANABARA - URB,75,2961,1139,15775,2321,8,3124,1210,4823,12207,0,849
7,GUANABARA - URB,76,1347,623,9103,1402,42,2514,749,1647,5895,0,598
7,GUANABARA - URB,77,5716,3635,51378,10234,63,6897,3402,8282,32463,0,3100
7,GUANABARA - URB,79,7926,3502,41861,7181,185,6898,2658,7416,26522,0,2231
7,GUANABARA - URB,84,6235,2352,35611,8167,137,9914,3687,8901,25290,0,2220
7,GUANABARA - URB,581,105,39,804,104,0,247,153,104,355,0,433
7,GUANABARA - URB,592,171,48,1231,161,0,383,145,189,544,0,588
7,GUANABARA - URB,593,844,183,1236,196,0,577,238,243,1188,0,485
7,GUANABARA - URB,1029,23,13,234,39,0,39,18,34,158,0,15
7,REUNIDAS,7,6439,2958,47431,10076,129,6845,3004,10549,31904,0,2659
7,REUNIDAS,26,2152,917,16085,4860,60,2047,993,3049,9426,0,522
7,REUNIDAS,27,4316,1719,21634,2840,65,6343,3039,4698,20218,0,1633
7,REUNIDAS,29,4991,2068,32450,6797,50,6524,2699,5816,20653,0,1706
7,REUNIDAS,35,6728,2574,34946,9393,466,8716,3760,9382,21761,0,1972
7,REUNIDAS,43,3610,1430,22223,4278,28,5091,1936,4262,14640,0,1211
7,REUNIDAS,68,853,333,7056,953,11,1333,490,1689,4295,0,512
7,REUNIDAS,73,17055,9429,130125,34061,766,16082,7474,21549,83323,0,5420
7,REUNIDAS,78,2068,932,16957,2021,28,1914,674,4135,9145,0,661
7,REUNIDAS,9018,3,6,22,4,0,7,0,7,66,0,27
7,SANTA MARIA - URB,24,4704,1841,23304,7056,5,5398,2793,6800,17198,0,1712
7,SANTA MARIA - URB,37,5596,2224,23505,8636,0,6186,3040,5771,16790,0,1984
7,SANTA MARIA - URB,38,12306,6653,64088,15256,266,31584,15276,11999,65967,0,4296
7,SANTA MARIA - URB,39,4833,1471,27015,7722,114,4907,2208,6271,13917,0,1994
7,SANTA MARIA - URB,46,7775,3665,40316,17883,2,5910,3435,8956,30153,0,1809
7,SANTA MARIA - URB,54,4876,2015,22802,10835,41,5922,3710,5179,16930,0,2286
7,SANTA MARIA - URB,56,742,434,12080,4370,0,986,512,1560,6131,0,1016
7,SANTA MARIA - URB,83,1319,671,12005,906,2,1615,807,2621,9306,0,779
7,SANTA MARIA - URB,331,2450,1039,12056,2279,17,2764,1119,3572,9789,0,763
7,SANTA MARIA - URB,411,1579,711,7473,2550,0,1928,800,2063,5336,0,476
7,SANTA MARIA - URB,536,324,71,2009,356,0,679,339,573,1230,0,464
7,VIA SUL - URB,50,12034,4969,75330,18935,226,14380,5461,15156,48363,0,4063
7,VIA SUL - URB,51,4990,1809,18485,7427,0,5192,2477,5017,13598,0,1568
7,VIA SUL - URB,52,3993,1742,16883,6030,47,6435,3677,4660,14190,0,1527
8,CONCEIÇÃO,21,8276,3228,33840,5459,44,12505,5232,7054,31515,0,2671
8,CONCEIÇÃO,30,4412,1547,20747,5330,151,4449,1556,5565,13639,0,1733
8,CONCEIÇÃO,31,0,0,0,0,0,0,0,0,0,0,1
8,CONCEIÇÃO,41,1365,412,6915,2105,57,1141,517,1611,3113,0,616
8,CONCEIÇÃO,59,4194,2367,22838,5191,71,9923,4051,4690,20780,0,1987
8,CONCEIÇÃO,63,10244,3887,46397,9927,98,10541,4214,8897,30847,0,3029
8,CONCEIÇÃO,76,1514,626,7825,1513,52,2408,769,1626,5823,0,601
8,CONCEIÇÃO,83,2363,1221,15368,1314,0,2265,1018,3422,13656,0,1006
8,CONCEIÇÃO,411,2866,1190,9432,3208,0,2913,1145,2756,8168,0,853
8,CONCEIÇÃO,587,101,53,543,229,0,426,112,244,437,0,211
8,CONCEIÇÃO,589,195,9,587,472,0,342,113,270,180,0,394
8,CONCEIÇÃO,599,3268,1348,16503,6557,108,4052,917,5823,9736,0,1411
8,CONCEIÇÃO,905,264,150,2728,172,1,127,24,280,963,0,113
8,CONCEIÇÃO,2271,5567,2372,21544,2602,0,9054,3564,3872,19310,0,1894
8,DUNAS - URB,33,16839,6206,71190,18903,184,12458,5340,16740,46479,0,2836
8,DUNAS - URB,40,10264,4731,39924,10301,132,17505,7111,8318,40674,0,2452
8,DUNAS - URB,331,3380,1233,12560,2508,40,2739,1065,3729,9471,0,739
8,DUNAS - URB,332,912,289,3912,659,0,544,266,1407,2126,0,625
8,DUNAS - URB,411,1363,515,4738,2356,0,1447,560,1250,3484,0,361
8,GUANABARA - URB,2,5137,2110,28712,6606,172,5763,2228,4919,15097,0,1941
8,GUANABARA - URB,4,3702,1930,24539,3942,17,2865,1399,3548,13549,0,1443
8,GUANABARA - URB,5,4025,2268,19391,1846,22,5067,2849,4271,18837,0,1695
8,GUANABARA - URB,8,11476,4785,55706,18026,703,13553,4510,10049,31990,0,2876
8,GUANABARA - URB,15,6595,2651,27103,4156,151,8803,4463,5770,23323,0,1152
8,GUANABARA - URB,17,2902,1299,13225,1862,81,3887,2027,2614,10153,0,754
8,GUANABARA - URB,19,1697,632,7578,1169,5,3588,1725,1699,6458,0,908
8,GUANABARA - URB,25,2260,872,10446,1495,0,3539,1846,2326,6966,0,1242
8,GUANABARA - URB,29,3653,1377,17985,4018,30,3421,1488,3160,10848,0,938
8,GUANABARA - URB,43,4264,1772,19683,4300,61,4890,1835,4049,14019,0,1137
8,GUANABARA - URB,60,10155,4168,49627,8268,201,8813,3771,9456,30623,0,2567
8,GUANABARA - URB,64,9645,3909,36981,5133,89,11841,5944,7644,30590,0,1760
8,GUANABARA - URB,70,3234,1545,18698,1960,19,4192,2346,2796,14291,0,932
8,GUANABARA - URB,72,5802,2325,31780,6636,48,4538,2352,6484,22354,0,1863
8,GUANABARA - URB,75,4419,1595,15910,2535,4,3178,1276,4892,12145,0,831
8,GUANABARA - URB,76,1730,636,9135,1391,44,2141,626,1772,5578,0,554
8,GUANABARA - URB,77,7514,3937,51408,10710,71,6630,3129,8580,32085,0,2932
8,GUANABARA - URB,79,10343,4136,42193,7451,184,7026,2689,7687,26770,0,2176
8,GUANABARA - URB,84,8706,3126,34499,8000,154,9554,3676,9199,25477,0,2056
8,GUANABARA - URB,581,202,32,804,119,0,271,135,110,338,0,395
8,GUANABARA - URB,592,203,37,1310,175,0,400,185,188,569,0,571
8,GUANABARA - URB,593,1443,280,1378,276,0,652,243,291,1216,0,510
8,REUNIDAS,7,8760,3371,46188,10370,108,6929,3288,10858,32114,0,2659
8,REUNIDAS,26,2968,1075,15585,4384,85,2109,1045,3425,9041,0,523
8,REUNIDAS,27,5508,2188,22234,2838,72,6815,3084,4895,20645,0,1715
8,REUNIDAS,29,6703,2567,33463,7433,35,6432,2812,6143,21108,0,1681
8,REUNIDAS,35,9432,3061,34345,9296,559,9049,4039,9701,22693,0,1895
8,REUNIDAS,43,4345,1716,21577,4217,42,4869,1894,4452,14223,0,1193
8,REUNIDAS,68,1049,387,6087,960,11,1245,511,1578,3708,0,469
8,REUNIDAS,73,22142,11334,132951,36437,718,16091,7607,23116,83915,0,5463
8,REUNIDAS,78,3217,1237,18006,2440,20,1929,716,4573,9926,0,662
8,REUNIDAS,9018,3,2,24,12,0,18,1,1,58,0,29
8,SANTA MARIA - URB,24,6969,2288,23474,7361,1,5382,2826,7347,17899,0,1671
8,SANTA MARIA - URB,37,7525,2673,24380,8999,0,6443,3249,6190,16924,0,1970
8,SANTA MARIA - URB,38,16365,7756,63082,15282,299,31471,15528,12853,66643,0,4265
8,SANTA MARIA - URB,39,6574,1770,27767,7958,179,5117,2102,6545,14185,0,1903
8,SANTA MARIA - URB,46,9865,4311,41797,17997,0,6364,3605,9442,31677,0,1720
8,SANTA MARIA - URB,54,6218,2592,22451,10843,44,6318,3993,5895,17802,0,2278
8,SANTA MARIA - URB,56,1001,515,12427,4391,0,1215,568,1628,6517,0,1019
8,SANTA MARIA - URB,83,1702,704,11735,1017,1,1810,799,2678,9298,0,765
8,SANTA MARIA - URB,331,3160,1121,11830,2440,40,2614,1036,3524,8837,0,782
8,SANTA MARIA - URB,411,2152,893,8042,2920,0,2297,907,2311,6148,0,557
8,SANTA MARIA - URB,536,422,77,2039,359,0,705,377,553,1238,0,405
8,VIA SUL - URB,50,15528,5846,74750,19155,223,14652,5655,15684,48329,0,3838
8,VIA SUL - URB,51,6729,2060,18811,7591,2,5684,2669,5280,14340,0,1572
8,VIA SUL - URB,52,5015,1960,16071,5872,55,6114,3583,4702,13933,0,1534
8,VIA SUL - URB,1000,0,0,0,0,0,0,44,0,0,0,44
9,CONCEIÇÃO,21,9835,3768,32662,5179,56,12895,4983,7152,30869,0,2498
9,CONCEIÇÃO,30,5089,1668,20375,5441,76,4372,1610,5635,13885,0,1620
9,CONCEIÇÃO,41,1795,520,7447,2449,51,1500,713,1774,3512,0,635
9,CONCEIÇÃO,59,5181,2716,22480,4952,79,10461,4098,4459,21123,0,1914
9,CONCEIÇÃO,63,11605,4537,45803,9926,69,10945,4039,8796,30591,0,2868
9,CONCEIÇÃO,76,1856,625,7898,1544,52,2700,743,1655,5853,0,563
9,CONCEIÇÃO,83,2787,1235,14606,1299,1,2106,988,3170,13428,0,977
9,CONCEIÇÃO,411,3118,1191,9404,3265,0,2882,1032,2628,7381,0,793
9,CONCEIÇÃO,587,136,59,653,227,0,454,102,294,369,0,204
9,CONCEIÇÃO,589,228,13,486,525,0,366,126,234,172,0,374
9,CONCEIÇÃO,599,4034,1517,16813,6695,98,4234,918,5576,9485,0,1378
9,CONCEIÇÃO,905,401,160,3400,193,0,121,15,285,1011,0,132
9,CONCEIÇÃO,2271,6511,2793,21138,2827,0,9581,3709,3977,18867,0,1855
9,DUNAS - URB,33,19245,7278,70819,18424,227,12727,5041,16261,47097,0,2754
9,DUNAS - URB,40,12364,5422,38538,10075,136,18492,7121,8414,39207,0,2380
9,DUNAS - URB,331,3796,1500,13059,2477,52,3097,1102,3857,10049,0,734
9,DUNAS - URB,332,1071,327,3816,658,0,604,244,1302,2293,0,625
9,DUNAS - URB,411,1558,577,4614,2317,0,1527,548,1242,3296,0,353
9,GUANABARA - URB,2,5840,2339,27533,6626,145,5939,2265,4927,14723,0,1853
9,GUANABARA - URB,4,4271,2044,24245,3866,4,3052,1443,3292,13475,0,1381
9,GUANABARA - URB,5,4272,2276,18323,2021,12,5274,2620,4086,18291,0,1625
9,GUANABARA - URB,8,14860,6067,54094,17581,633,13813,4734,10167,32454,0,2726
9,GUANABARA - URB,15,7216,3151,27125,4103,132,8927,4370,5710,22911,0,1070
9,GUANABARA - URB,17,3537,1446,13722,1901,60,3946,1945,2703,10179,0,781
9,GUANABARA - URB,19,1955,741,7689,1384,4,3733,1699,1573,6022,0,844
9,GUANABARA - URB,25,2510,948,9181,1374,0,3435,1723,2189,6242,0,1071
9,GUANABARA - URB,29,3740,1397,16609,3966,28,3505,1448,3051,10005,0,823
9,GUANABARA - URB,43,4793,2100,19738,4125,28,5121,1754,4044,13984,0,1017
9,GUANABARA - URB,60,11254,4858,48616,8349,204,8967,3624,10022,30590,0,2449
9,GUANABARA - URB,64,10828,4456,36868,5226,71,12702,5857,7198,30361,0,1688
9,GUANABARA - URB,70,3763,1720,18185,1922,14,4183,2205,2657,12764,0,943
9,GUANABARA - URB,72,6349,2791,32264,6653,44,4904,2259,6512,22530,0,1793
9,GUANABARA - URB,75,5260,1932,16546,2728,5,3488,1339,4944,12448,0,873
9,GUANABARA - URB,76,1941,719,8697,1404,39,2262,747,1570,5393,0,542
9,GUANABARA - URB,77,8477,4698,53721,10778,47,7056,3187,8623,31675,0,2773
9,GUANABARA - URB,79,11161,4710,41249,7373,185,7221,2607,7546,25920,0,2081
9,GUANABARA - URB,84,10202,3713,35266,8384,115,10161,3648,9040,25362,0,1982
9,GUANABARA - URB,581,98,17,330,63,0,129,64,52,165,0,178
9,GUANABARA - URB,592,154,40,843,110,0,269,102,122,306,0,202
9,GUANABARA - URB,593,1423,318,1242,249,0,689,212,291,1085,0,366
9,GUANABARA - URB,1029,75,20,284,84,1,54,34,61,162,0,17
9,REUNIDAS,7,9563,3768,44410,10317,93,7296,3090,10520,31278,0,2526
9,REUNIDAS,26,3475,1361,16559,4897,71,2431,1132,3462,9431,0,527
9,REUNIDAS,27,6374,2397,21873,2886,61,7394,3063,5138,20501,0,1688
9,REUNIDAS,29,7043,2887,33164,7495,41,6591,2872,6002,20513,0,1619
9,REUNIDAS,35,10703,3602,33775,9069,452,9141,3814,9436,22116,0,1775
9,REUNIDAS,43,4869,2036,20582,4114,14,4983,1796,4337,13503,0,1135
9,REUNIDAS,68,1337,466,6382,1011,8,1450,534,1574,4063,0,450
9,REUNIDAS,73,24938,13117,134045,36092,561,17590,7857,22793,84208,0,5412
9,REUNIDAS,78,3437,1232,16296,1952,24,1955,625,3888,9214,0,572
9,REUNIDAS,9018,0,0,1,1,0,0,0,0,3,0,2
9,SANTA MARIA - URB,24,7834,2881,22477,6992,0,5362,2716,7373,17244,0,1643
9,SANTA MARIA - URB,37,8101,2956,22888,8177,0,6707,3140,6099,16704,0,1900
9,SANTA MARIA - URB,38,19175,9328,61996,14921,235,32846,15344,12948,66159,0,4186
9,SANTA MARIA - URB,39,7166,1969,26261,7617,103,5223,2079,6157,13767,0,1864
9,SANTA MARIA - URB,46,12193,5194,42211,19243,0,6843,3761,10212,31783,0,1808
9,SANTA MARIA - URB,54,6509,2773,21347,10093,23,5847,3716,5423,16701,0,1889
9,SANTA MARIA - URB,56,1003,455,12078,4107,0,1109,523,1472,5917,0,975
9,SANTA MARIA - URB,83,1977,886,10999,866,0,1805,735,2555,9515,0,754
9,SANTA MARIA - URB,331,3187,1270,11176,2380,67,2658,926,3415,8358,0,747
9,SANTA MARIA - URB,411,2669,1096,7850,2671,0,2396,862,2324,6128,0,585
9,SANTA MARIA - URB,412,0,0,0,0,0,0,0,0,0,0,1
9,SANTA MARIA - URB,536,187,36,795,133,0,225,134,194,335,0,128
9,VIA SUL - URB,50,16931,6797,74628,19572,202,15730,5600,15997,47433,0,3641
9,VIA SUL - URB,51,7039,2139,18071,7907,0,6055,2717,5536,14233,0,1466
9,VIA SUL - URB,52,5314,2023,16331,5865,23,6730,3552,4921,13980,0,1455
10,CONCEIÇÃO,21,11026,4512,33535,5409,43,13846,5284,7335,32474,0,2499
10,CONCEIÇÃO,30,6472,2239,20415,5672,46,4830,1777,5547,14175,0,1641
10,CONCEIÇÃO,41,1749,526,6706,2339,42,1299,562,1659,3251,0,526
10,CONCEIÇÃO,59,6430,3450,22540,5016,104,11416,4054,4687,23035,0,1962
10,CONCEIÇÃO,63,13095,4922,46132,9970,55,12544,4343,9083,31531,0,2864
10,CONCEIÇÃO,76,2175,718,7897,1684,52,2882,737,1746,6148,0,561
10,CONCEIÇÃO,83,3258,1624,15115,1312,0,2286,967,3004,14212,0,1011
10,CONCEIÇÃO,411,3840,1331,9462,3289,0,3128,1104,2748,8040,0,842
10,CONCEIÇÃO,587,276,97,658,196,0,515,150,267,375,0,203
10,CONCEIÇÃO,589,240,19,466,511,0,355,123,263,144,0,355
10,CONCEIÇÃO,599,5153,1816,17500,6621,62,4645,1032,5693,10267,0,1355
10,CONCEIÇÃO,905,529,251,3953,305,0,153,40,379,1432,0,191
10,CONCEIÇÃO,2271,7732,3153,19977,2732,0,9767,3631,3897,19286,0,1808
10,DUNAS - URB,33,21414,8181,71794,18513,250,13588,5089,17065,48853,0,2811
10,DUNAS - URB,40,15309,6471,38759,10064,175,20166,7272,8743,41179,0,2369
