Mês,Empresa,Linha,Estudante_Cartao,Estudante_BT,Vale_Transporte,Integracao_Plena,Integracao_Complementar,Gratuito_Cartao,Gratuito_BT,Inteira_Cartao,Inteira_Especie,Tarifa_Social,Qtd_Viagens
1,GUANABARA - URB,76,950,438,4204,718,22,1336,376,717,2941,0,278
1,GUANABARA - URB,77,5863,3169,43753,7779,36,5373,2342,6193,23180,0,2095
1,GUANABARA - URB,79,7731,3500,34318,5180,128,6023,1752,5699,20392,0,1628
1,GUANABARA - URB,84,7113,2505,29591,6034,124,8532,2650,6681,20029,0,1578
1,GUANABARA - URB,593,759,111,710,110,0,425,147,153,646,0,288
1,REUNIDAS,7,8186,3434,40622,8037,106,6432,2613,8768,27160,0,2109
1,REUNIDAS,26,1427,538,7048,2099,40,1150,478,1437,4437,0,252
1,REUNIDAS,27,4500,1754,18073,2022,64,5950,2341,3641,15935,0,1256
1,REUNIDAS,29,5742,2627,30535,6227,17,5775,2281,4809,18546,0,1516
1,REUNIDAS,35,7652,2604,30121,7561,526,8537,3148,8108,18533,0,1553
1,REUNIDAS,43,2975,1416,13793,2368,5,3732,1265,2655,9786,0,725
1,REUNIDAS,68,651,221,3078,454,6,607,207,566,1640,0,209
1,REUNIDAS,73,22358,12937,143224,35687,594,17512,7688,22319,88544,0,5224
1,REUNIDAS,78,1489,696,7441,869,7,1125,386,1770,4336,0,527
1,SANTA MARIA - URB,24,5035,1893,17304,4703,0,4402,1885,5246,13262,0,1169
1,SANTA MARIA - URB,37,4801,1815,15710,5611,1,4675,2090,4383,11459,0,1312
1,SANTA MARIA - URB,38,18708,8552,58596,12135,139,32203,13150,11387,63411,0,3977
1,SANTA MARIA - URB,39,4867,1538,20054,5333,41,4050,1562,5079,10592,0,1420
1,SANTA MARIA - URB,46,9428,4381,40225,16439,0,6102,3495,9152,29525,0,1519
1,SANTA MARIA - URB,54,3413,1756,14929,6418,0,3849,2202,3285,12030,0,1240
1,SANTA MARIA - URB,56,531,311,8706,2792,0,626,373,887,3836,0,707
1,SANTA MARIA - URB,83,1255,649,7895,627,0,1349,508,1797,7362,0,529
1,SANTA MARIA - URB,331,1931,782,7042,1476,26,1684,605,1925,5230,0,472
1,SANTA MARIA - URB,411,1883,571,4629,1375,0,1542,502,1300,3723,0,386
1,VIA SUL - URB,50,13775,5866,67085,15305,109,12330,4792,12642,41302,0,3224
1,VIA SUL - URB,51,4912,1806,14019,5550,0,4770,2078,3959,11043,0,1232
1,VIA SUL - URB,52,3910,1787,13634,4398,0,5793,2937,3704,11534,0,1165
2,CONCEIÇÃO,21,8807,4397,32139,5276,55,12640,4552,6871,29290,0,2443
2,CONCEIÇÃO,30,4662,1868,19537,5126,54,4415,1733,5330,13042,0,1529
2,CONCEIÇÃO,41,29,14,105,1,0,28,10,17,95,0,12
2,CONCEIÇÃO,59,5772,3073,21170,4398,46,9703,3879,4413,19663,0,1632
2,CONCEIÇÃO,63,12101,4946,43817,8945,54,11281,3636,8663,29287,0,2812
2,CONCEIÇÃO,76,1635,637,6794,1272,22,2358,610,1332,5031,0,445
2,CONCEIÇÃO,83,2638,1438,14854,1156,2,2097,872,3379,13723,0,966
2,CONCEIÇÃO,411,3612,1247,9918,3388,0,2970,1000,3008,7792,0,745
2,CONCEIÇÃO,587,237,36,539,199,0,451,113,235,312,0,173
2,CONCEIÇÃO,589,263,18,658,490,0,539,165,325,221,0,339
2,CONCEIÇÃO,599,4615,1498,15642,5643,52,4041,723,4923,8695,0,1122
2,CONCEIÇÃO,905,184,156,2493,171,0,85,14,237,1112,0,125
2,CONCEIÇÃO,2271,6081,3134,18556,2459,0,8762,3063,3762,17441,0,1520
2,DUNAS - URB,33,17043,7204,61651,15811,221,12439,4494,14723,41315,0,2458
2,DUNAS - URB,40,12430,5412,32934,8337,138,16929,5748,7271,33761,0,2035
2,DUNAS - URB,331,3485,1414,11165,2078,36,2886,984,3377,8164,0,600
2,DUNAS - URB,332,1102,343,3505,577,0,553,219,1132,1796,0,544
2,DUNAS - URB,411,1745,649,4518,2720,0,1465,505,1128,3327,0,325
2,GUANABARA - URB,2,5323,2310,24970,5541,110,5709,2207,4085,12261,0,1572
2,GUANABARA - URB,4,3908,2255,23447,3686,0,2839,1180,3086,12702,0,1253
2,GUANABARA - URB,5,4337,2372,18932,1865,37,5271,2577,3579,16872,0,1470
2,GUANABARA - URB,8,13377,4722,48538,14947,619,12119,3857,8268,26030,0,2250
2,GUANABARA - URB,15,6865,3436,25637,3559,135,8567,3745,5291,21251,0,926
2,GUANABARA - URB,17,1462,744,5871,884,38,2151,922,1264,4766,0,247
2,GUANABARA - URB,19,1955,817,6616,1168,11,3483,1357,1403,5633,0,771
2,GUANABARA - URB,25,2096,729,7664,1065,0,2848,1385,1624,4820,0,887
2,GUANABARA - URB,29,3042,1300,12988,3142,20,2588,844,2281,7412,0,590
2,GUANABARA - URB,43,4091,1948,16595,3067,14,4195,1395,3193,11250,0,731
2,GUANABARA - URB,60,10573,4859,43693,7230,158,9005,3322,8679,26993,0,2077
2,GUANABARA - URB,64,10360,4442,34652,4551,83,12401,4910,6461,27977,0,1529
2,GUANABARA - URB,70,3242,1819,17694,1695,8,4109,2001,2100,11860,0,949
2,GUANABARA - URB,72,5398,2724,28217,5569,35,4248,1777,5625,19311,0,1516
2,GUANABARA - URB,75,4695,1816,15277,2289,0,3199,1118,4479,11422,0,807
2,GUANABARA - URB,76,1685,785,6500,968,34,2118,569,1231,4416,0,404
2,GUANABARA - URB,77,7084,4146,47222,9010,39,5866,2608,6888,25332,0,2203
2,GUANABARA - URB,79,10279,4817,38415,6437,166,6558,2169,6692,23260,0,1765
2,GUANABARA - URB,84,8738,3388,31901,7472,106,9145,3030,7899,21790,0,1650
2,GUANABARA - URB,593,1936,396,1407,230,0,757,224,328,1145,0,475
2,REUNIDAS,7,8820,3778,40506,8663,76,6665,2792,9537,26628,0,2080
2,REUNIDAS,26,2828,1083,11276,3411,58,1764,721,2473,6417,0,344
2,REUNIDAS,27,5981,2588,21732,2834,67,6851,2763,4419,18841,0,1426
2,REUNIDAS,29,6867,3151,31869,7063,31,6387,2312,5526,19390,0,1516
2,REUNIDAS,35,11753,3857,35477,9258,660,9801,3973,10017,21584,0,1668
2,REUNIDAS,43,4700,1973,19167,3381,15,4894,1668,3712,12573,0,916
2,REUNIDAS,73,26660,14170,137920,36135,576,17660,7628,22241,85382,0,5210
2,REUNIDAS,78,2985,1342,11978,1442,14,1910,622,3046,7013,0,736
2,SANTA MARIA - URB,24,6710,2530,19233,5938,0,4875,2254,6145,14388,0,1290
2,SANTA MARIA - URB,37,6753,2622,17079,6782,0,5324,2451,4860,12891,0,1395
2,SANTA MARIA - URB,38,22677,10292,61756,13292,201,33745,14045,12014,64818,0,3951
2,SANTA MARIA - URB,39,6966,2095,24108,7253,95,4787,1710,6166,12668,0,1513
2,SANTA MARIA - URB,46,12552,5391,41265,18381,1,6629,3656,10161,31297,0,1578
2,SANTA MARIA - URB,54,5470,2613,17923,7882,0,4859,2822,4189,14556,0,1390
2,SANTA MARIA - URB,56,1019,506,10381,3269,0,751,476,1313,4580,0,817
2,SANTA MARIA - URB,83,2057,1041,11034,907,3,1593,666,2708,9845,0,695
2,SANTA MARIA - URB,331,2666,1107,9184,2002,27,2240,794,2751,6527,0,573
2,SANTA MARIA - URB,411,2809,945,7357,2385,0,2283,763,2199,5671,0,564
2,VIA SUL - URB,50,17017,7203,70391,17633,151,15774,5384,14889,43456,0,3300
2,VIA SUL - URB,51,6577,2128,15202,6506,0,5426,2211,4548,12099,0,1250
2,VIA SUL - URB,52,5570,2275,14751,5032,0,5951,3065,4315,12801,0,1185
3,CONCEIÇÃO,21,15672,7046,37888,6835,68,15526,5709,8259,34191,0,2751
3,CONCEIÇÃO,30,9665,3424,23148,6457,33,5840,2167,6863,16307,0,1697
3,CONCEIÇÃO,41,27,6,92,21,0,12,1,31,77,0,7
3,CONCEIÇÃO,59,10658,5140,26451,5454,63,13407,4906,5462,23765,0,2136
3,CONCEIÇÃO,63,20817,8327,54293,12077,60,14810,4581,10763,35676,0,3203
3,CONCEIÇÃO,76,792,339,3207,629,16,1066,284,603,2583,0,197
3,CONCEIÇÃO,83,4868,2502,16588,1408,1,2738,1141,3722,15593,0,1063
3,CONCEIÇÃO,411,4876,1891,11977,4092,0,3863,1331,3602,9996,0,862
3,CONCEIÇÃO,587,475,77,676,217,0,675,133,273,498,0,255
3,CONCEIÇÃO,589,252,11,694,560,0,689,186,305,235,0,233
3,CONCEIÇÃO,599,5114,1581,14896,5444,67,3622,666,4755,7597,0,1060
3,CONCEIÇÃO,905,489,252,2901,192,0,130,21,326,1225,0,125
3,CONCEIÇÃO,2271,10585,4641,18327,2140,0,8967,3211,3771,18121,0,1533
3,CONCEIÇÃO,5991,366,134,355,142,4,456,91,138,481,0,200
3,DUNAS - URB,33,29477,12540,75334,19921,265,15805,5587,18673,54092,0,2939
3,DUNAS - URB,40,17507,7943,37837,9700,182,20595,6444,8696,38345,0,2290
3,DUNAS - URB,331,4855,2105,12863,2392,41,3328,1116,3781,10335,0,657
3,DUNAS - URB,332,2028,711,4829,854,0,716,285,1543,2536,0,653
3,DUNAS - URB,411,2550,1007,4961,2714,0,1697,645,1473,3978,0,361
3,DUNAS - URB,412,0,0,0,0,0,0,0,0,0,0,1
3,GUANABARA - URB,2,7392,3290,29255,6898,124,6896,2516,4855,14594,0,1688
3,GUANABARA - URB,4,6002,3537,27121,4396,4,3576,1517,3712,14940,0,1403
3,GUANABARA - URB,5,6499,3193,21225,1921,35,6679,3116,3912,18970,0,1764
3,GUANABARA - URB,8,22891,8721,60973,20354,803,15853,4810,10836,33864,0,2742
3,GUANABARA - URB,15,12110,5627,30223,4489,167,11211,4844,6362,26513,0,1222
3,GUANABARA - URB,17,1131,528,3270,619,26,1274,564,754,2543,0,141
3,GUANABARA - URB,19,3064,1141,5603,944,29,2958,1190,1199,4886,0,538
3,GUANABARA - URB,25,4526,1674,9229,1182,0,3459,1691,2096,6313,0,1016
3,GUANABARA - URB,29,5451,2298,17149,4100,22,3643,1397,3260,10679,0,839
3,GUANABARA - URB,43,6361,2934,20575,3819,6,5719,1844,3971,14371,0,966
3,GUANABARA - URB,60,15831,6716,50801,8920,183,10557,3736,9942,31993,0,2343
3,GUANABARA - URB,64,16296,6577,38038,5026,80,14251,5674,7392,31756,0,1799
3,GUANABARA - URB,70,5346,2848,20060,2213,11,4966,2492,2530,13854,0,1611
3,GUANABARA - URB,72,7735,3695,32367,6849,57,5376,2179,6394,21838,0,1691
3,GUANABARA - URB,75,9156,3075,17023,2676,0,4015,1416,4977,12360,0,882
3,GUANABARA - URB,76,964,421,3277,495,7,1156,325,626,2260,0,197
3,GUANABARA - URB,77,11736,6487,55532,10987,29,7632,3316,8334,32183,0,2629
3,GUANABARA - URB,79,15628,6635,44248,7798,192,8104,2758,7876,27283,0,1964
3,GUANABARA - URB,84,14318,5256,36480,8598,129,11320,3768,9230,25290,0,1869
3,GUANABARA - URB,593,1421,361,1167,170,0,576,194,269,854,0,333
3,REUNIDAS,7,11658,5240,46688,10161,92,7911,3212,10761,31261,0,2348
3,REUNIDAS,26,4165,1490,10389,3254,62,1746,765,2266,6629,0,322
3,REUNIDAS,27,8113,3362,23451,2772,63,7702,3062,4845,20543,0,1575
3,REUNIDAS,29,9911,4266,33879,7686,32,7555,2929,6093,21671,0,1712
3,REUNIDAS,35,19949,6526,40125,10364,678,11619,4547,10839,25073,0,1922
3,REUNIDAS,43,6432,2756,21057,3770,13,5663,1876,4206,13574,0,1029
3,REUNIDAS,73,46764,22270,159829,44208,819,21917,9563,26486,100777,0,5992
3,REUNIDAS,78,4344,1801,13995,1741,6,2278,774,3650,8069,0,811
3,SANTA MARIA - URB,24,10139,4393,21631,6937,0,6204,2755,7455,18166,0,1425
3,SANTA MARIA - URB,37,10709,3896,19988,7514,0,6255,2963,5749,16004,0,1561
3,SANTA MARIA - URB,38,29930,13804,69232,16022,266,39955,16140,13538,71573,0,4385
3,SANTA MARIA - URB,39,10518,3081,28915,8549,107,6001,2194,7303,15253,0,1681
3,SANTA MARIA - URB,46,21282,8746,46218,20438,0,7896,4499,11516,35751,0,1773
3,SANTA MARIA - URB,54,9733,3910,20041,8953,0,5781,3258,4668,16398,0,1579
3,SANTA MARIA - URB,56,1413,704,11952,3709,0,945,650,1529,5416,0,925
3,SANTA MARIA - URB,83,4614,2028,13052,1173,3,2173,819,3329,12139,0,774
3,SANTA MARIA - URB,331,3856,1596,10071,2046,56,2625,881,3127,7761,0,606
3,SANTA MARIA - URB,411,4037,1530,8619,2682,0,2893,951,2492,6914,0,595
3,VIA SUL - URB,50,26185,10659,81049,21300,189,19609,6843,18411,52623,0,3746
3,VIA SUL - URB,51,10909,3734,19289,8267,0,7295,3189,6157,16155,0,1527
3,VIA SUL - URB,52,8593,3375,18451,6487,0,8389,4138,5542,16146,0,1419
4,CONCEIÇÃO,21,16504,6640,34886,6156,49,15178,5502,8076,32921,0,2531
4,CONCEIÇÃO,30,12054,3484,20312,5518,54,5176,1878,5743,14452,0,1573
4,CONCEIÇÃO,41,205,76,408,118,1,114,34,115,354,0,36
4,CONCEIÇÃO,59,10403,4914,22889,4767,56,12422,4119,4612,22370,0,1871
4,CONCEIÇÃO,63,26945,8595,51738,11879,42,14780,4447,10521,34968,0,3006
4,CONCEIÇÃO,76,735,194,2096,421,24,865,213,501,1352,0,161
4,CONCEIÇÃO,83,5693,2496,16118,1246,0,2631,970,3630,15139,0,984
4,CONCEIÇÃO,411,4441,1715,10332,3372,0,3627,1205,3178,8793,0,759
4,CONCEIÇÃO,587,1008,137,740,213,0,817,162,247,656,0,312
4,CONCEIÇÃO,589,267,21,616,498,0,596,150,263,226,0,327
4,CONCEIÇÃO,599,7653,2188,14496,5538,62,4134,719,4650,8449,0,1084
4,CONCEIÇÃO,905,563,306,2695,218,0,127,25,286,1364,0,127
4,CONCEIÇÃO,2271,10487,4559,17482,2224,0,9063,3056,3697,17698,0,1491
4,DUNAS - URB,33,38918,12964,71233,19294,276,14961,5310,17706,51891,0,2729
4,DUNAS - URB,40,18578,7957,35800,9308,194,20491,6434,8287,38018,0,2203
4,DUNAS - URB,331,4639,1927,10962,1997,32,3041,994,3371,8626,0,590
4,DUNAS - URB,332,1853,612,4241,739,0,717,275,1390,2163,0,549
4,DUNAS - URB,411,2267,887,4297,2384,0,1603,628,1324,3573,0,328
4,GUANABARA - URB,2,7670,3249,27250,6247,133,6827,2298,4663,14039,0,1593
4,GUANABARA - URB,4,7595,3775,25606,4003,1,3330,1518,3701,14833,0,1386
4,GUANABARA - URB,5,6179,3072,19564,1828,24,6096,2828,3672,17821,0,1664
4,GUANABARA - URB,8,27148,9018,56572,18283,762,15514,4810,10094,33342,0,2522
4,GUANABARA - URB,15,12452,5472,27790,4332,160,10905,4248,6289,24654,0,1129
4,GUANABARA - URB,17,1055,449,2903,513,17,1229,507,680,2201,0,109
4,GUANABARA - URB,19,2971,1134,5079,930,22,2730,1077,1112,4478,0,473
4,GUANABARA - URB,25,4842,1684,8298,1139,0,3340,1478,2016,5787,0,908
4,GUANABARA - URB,29,6608,2272,14705,3663,11,3543,1240,2863,9792,0,763
4,GUANABARA - URB,43,6845,2959,19581,3583,0,5743,1838,4013,14503,0,913
4,GUANABARA - URB,60,19997,7120,48259,8214,200,10356,3694,9769,30402,0,2234
4,GUANABARA - URB,64,15678,6304,34175,4561,98,13367,5440,6698,29395,0,1632
4,GUANABARA - URB,70,5415,2626,17965,1993,12,4713,2285,2499,13992,0,1512
4,GUANABARA - URB,72,9621,4139,30477,6099,34,5292,2215,5940,21105,0,1597
4,GUANABARA - URB,75,8904,2857,15390,2483,0,3859,1356,4534,11025,0,832
4,GUANABARA - URB,77,15570,7185,51883,10066,32,7720,3204,7606,31734,0,2455
4,GUANABARA - URB,79,20110,7049,41806,7478,189,7817,2676,7366,25794,0,1853
4,GUANABARA - URB,84,13911,4762,33365,7712,170,10901,3338,8859,24397,0,1859
4,REUNIDAS,7,14149,5376,43433,9174,98,7929,3096,9896,29909,0,2218
4,REUNIDAS,26,4185,1242,7806,2457,42,1403,675,1779,4918,0,452
4,REUNIDAS,27,8101,3460,21414,2636,54,7550,3256,4330,20190,0,1457
4,REUNIDAS,29,12289,4580,31040,6715,18,7299,2767,5759,20132,0,1596
4,REUNIDAS,35,18571,6030,34897,8972,628,10769,4097,9847,21943,0,1738
4,REUNIDAS,43,6492,2705,19907,3631,1,5840,1848,4022,13539,0,981
4,REUNIDAS,73,56161,23728,155171,43521,820,21696,8986,25275,97413,0,5663
4,REUNIDAS,78,4736,1805,13488,1649,0,2027,806,3534,7450,0,776
4,SANTA MARIA - URB,24,9974,4352,19525,5985,0,5748,2476,6913,16805,0,1267
4,SANTA MARIA - URB,37,13779,4078,17731,6678,0,5639,2844,5381,14376,0,1397
4,SANTA MARIA - URB,38,30093,13089,63777,14977,240,38077,15466,12941,68491,0,4008
4,SANTA MARIA - URB,39,10683,2924,25101,7779,77,5882,2010,6370,13908,0,1468
4,SANTA MARIA - URB,46,25223,9024,41844,19203,0,7675,4078,10324,33288,0,2534
4,SANTA MARIA - URB,54,11325,4094,18698,8033,0,5413,3213,4325,15527,0,1383
4,SANTA MARIA - URB,56,1466,707,10372,3585,0,950,585,1483,5148,0,858
4,SANTA MARIA - URB,83,4785,1894,11756,1029,0,2139,812,3115,10681,0,695
4,SANTA MARIA - URB,331,3741,1508,8993,2001,65,2355,778,2855,6903,0,538
4,SANTA MARIA - URB,411,4182,1514,7488,2611,0,2792,889,2518,6556,0,531
4,VIA SUL - URB,50,33743,10671,76519,20131,200,18918,6800,17542,50911,0,3326
4,VIA SUL - URB,51,14654,4165,17588,7401,0,6851,3015,5706,14929,0,1331
4,VIA SUL - URB,52,10713,3441,16846,5638,0,7733,3684,4890,14569,0,1284
5,CONCEIÇÃO,21,19199,6977,39293,6650,91,16135,5447,8505,35633,0,2640
5,CONCEIÇÃO,30,15201,3723,22611,6067,59,5826,1814,6475,15926,0,1647
5,CONCEIÇÃO,59,14119,5587,24576,5437,76,13062,4325,5493,24516,0,1949
5,CONCEIÇÃO,63,33369,9556,55268,12306,46,15736,4552,11115,38068,0,3132
5,CONCEIÇÃO,76,1493,374,3722,776,27,1541,299,919,2578,0,234
5,CONCEIÇÃO,83,6238,2596,16679,1337,1,2623,970,3834,15453,0,991
5,CONCEIÇÃO,411,7336,1931,11021,3645,0,3844,1225,3653,9934,0,848
5,CONCEIÇÃO,587,2192,167,874,288,0,873,135,296,752,0,301
5,CONCEIÇÃO,589,440,38,949,699,0,629,156,309,284,0,359
5,CONCEIÇÃO,599,10088,2311,16246,6170,100,4691,792,5500,9651,0,1174
5,CONCEIÇÃO,905,562,258,2681,243,0,104,13,299,1286,0,130
5,CONCEIÇÃO,2271,13643,5236,19618,2460,0,9964,3215,4097,19568,0,1505
5,DUNAS - URB,33,47500,12831,74355,19793,359,15549,5357,19198,55157,0,2652
5,DUNAS - URB,40,25083,8118,39051,10386,207,22103,6662,9351,41146,0,2340
5,DUNAS - URB,331,5981,1972,11006,2058,49,2957,878,3604,8715,0,569
5,DUNAS - URB,332,2166,582,3150,825,0,682,238,928,1846,0,447
5,DUNAS - URB,411,3242,982,5054,2729,0,1774,622,1693,4163,0,361
5,GUANABARA - URB,2,9024,3205,27781,6735,108,7287,2289,4645,14932,0,1246
5,GUANABARA - URB,4,9165,4118,26781,4212,1,3496,1574,4115,15395,0,1441
5,GUANABARA - URB,5,8538,3443,23635,2341,32,7189,3251,4448,22262,0,2018
5,GUANABARA - URB,8,35008,9564,60612,20405,882,16322,4706,10910,37009,0,2682
5,GUANABARA - URB,15,14632,5744,32234,4793,168,12217,4921,7293,28053,0,1236
5,GUANABARA - URB,17,902,393,2239,381,15,852,322,481,1729,0,81
5,GUANABARA - URB,19,2357,919,3911,696,7,2084,700,853,3513,0,383
5,GUANABARA - URB,25,6082,2143,9437,1233,0,3581,1565,2479,6847,0,1014
5,GUANABARA - URB,29,8284,2601,17198,4154,12,4532,1517,3244,11579,0,910
5,GUANABARA - URB,43,8614,3425,22567,4587,2,6393,2027,4672,16133,0,1116
5,GUANABARA - URB,60,24167,7095,51373,8576,215,11024,3742,10046,32635,0,2382
5,GUANABARA - URB,64,18279,6575,36555,4718,114,13404,5384,7252,31189,0,1754
5,GUANABARA - URB,70,6771,2817,19372,2175,24,4877,2468,2631,15435,0,1665
5,GUANABARA - URB,72,12205,4207,32337,6165,52,5676,2115,6703,22172,0,1703
5,GUANABARA - URB,75,10727,3085,16688,2758,1,4084,1477,4788,12495,0,920
5,GUANABARA - URB,77,21211,8324,61663,12079,56,8818,3589,9050,37725,0,2980
5,GUANABARA - URB,79,25835,7422,47462,8432,228,8825,2801,8257,29736,0,2265
5,GUANABARA - URB,84,18371,5292,37258,8605,230,12060,3793,10180,28461,0,2278
5,GUANABARA - URB,593,193,32,90,30,0,55,8,14,91,0,45
5,REUNIDAS,7,20325,6116,48800,10375,129,9195,3419,11635,34128,0,2601
5,REUNIDAS,26,4831,1402,8554,2567,51,1544,671,1936,5368,0,564
5,REUNIDAS,27,10144,3580,23125,2851,83,8167,3367,4913,21128,0,1565
5,REUNIDAS,29,16154,4575,34574,7857,23,7904,2953,6169,22486,0,1759
5,REUNIDAS,35,25708,7158,43248,11147,746,12386,4692,12546,27598,0,2297
5,REUNIDAS,43,8238,2991,21936,4126,0,5990,1899,4443,14663,0,1082
5,REUNIDAS,73,66436,23955,161741,45385,795,22303,9367,26754,102276,0,5933
5,REUNIDAS,78,6050,1694,13532,1918,5,2074,743,3793,7989,0,833
5,SANTA MARIA - URB,24,13882,5048,25443,7898,1,7172,3018,8995,20843,0,1615
5,SANTA MARIA - URB,37,19792,4897,22447,8959,0,7172,3526,6683,17898,0,1873
5,SANTA MARIA - URB,38,39938,13639,68330,16490,421,40902,15622,14308,75230,0,4275
5,SANTA MARIA - URB,39,16572,3502,31039,9756,137,7628,2468,7822,17317,0,1840
5,SANTA MARIA - URB,46,32275,9990,47070,21551,0,8919,4625,11519,37101,0,3106
5,SANTA MARIA - URB,54,13129,4311,20201,9038,0,6047,3257,4751,16771,0,1528
5,SANTA MARIA - URB,56,1686,666,10366,3606,0,924,532,1445,4989,0,883
5,SANTA MARIA - URB,83,5569,1940,12978,1220,5,2270,933,3410,11791,0,782
5,SANTA MARIA - URB,331,5099,1520,9342,1982,61,2421,768,3111,7269,0,574
5,SANTA MARIA - URB,332,1628,419,2058,643,0,506,165,636,1275,0,272
5,SANTA MARIA - URB,411,6805,1847,8591,2677,0,3061,965,3014,7836,0,624
5,VIA SUL - URB,50,42011,12158,78982,21232,233,19929,6601,18700,52943,0,3714
5,VIA SUL - URB,51,17659,4212,18335,6664,1,6713,2913,6298,15206,0,1504
5,VIA SUL - URB,52,14204,3743,18537,6457,0,8244,3782,5577,15832,0,1347
6,CONCEIÇÃO,21,14028,4314,35452,5841,31,14648,4951,7953,33464,0,2341
6,CONCEIÇÃO,30,11467,2503,21471,5741,43,5455,1682,6196,14864,0,1534
6,CONCEIÇÃO,59,10066,3460,22275,4789,40,12051,3915,4968,23278,0,1692
6,CONCEIÇÃO,63,26100,6335,52924,11040,21,14466,4090,10298,35008,0,2896
6,CONCEIÇÃO,76,1108,244,3073,616,24,1030,237,783,2087,0,182
6,CONCEIÇÃO,83,4781,1819,15496,1167,2,2533,944,3458,13836,0,938
6,CONCEIÇÃO,411,5869,1295,11051,3518,0,3729,1168,3411,9561,0,808
6,CONCEIÇÃO,587,1386,84,779,241,0,751,120,261,590,0,270
6,CONCEIÇÃO,589,259,28,642,492,0,439,96,297,201,0,287
6,CONCEIÇÃO,599,8088,1576,15831,5545,76,4313,842,5295,9595,0,1118
6,CONCEIÇÃO,905,385,137,2617,189,0,125,12,254,1021,0,120
6,CONCEIÇÃO,2271,9906,3443,19935,2410,0,10092,3359,4176,20321,0,1503
6,DUNAS - URB,33,37157,8857,69828,17527,329,14408,5199,17538,51276,0,2357
6,DUNAS - URB,40,18840,5436,37437,9636,171,20395,6684,9163,39709,0,2148
6,DUNAS - URB,331,4514,1232,9839,1742,25,2573,783,3197,7799,0,538
6,DUNAS - URB,332,2506,551,4066,1325,0,902,361,1299,2378,0,524
6,DUNAS - URB,411,2388,571,4735,2647,0,1526,585,1490,3905,0,340
6,GUANABARA - URB,2,7531,2350,25033,5996,95,6868,2131,4402,13351,0,1172
6,GUANABARA - URB,4,6983,3056,24287,3673,0,3063,1344,3733,14293,0,1333
6,GUANABARA - URB,5,6468,2128,22583,2248,37,6643,2820,4359,21491,0,1807
