Mês,Empresa,Linha,Qtd_Viagens,Ano,Data,Inteira,Estudante,Gratuidade,Social,Integracao,Qtd_Passageiros,Eficiencia
February,CONCEIÇÃO,71,2137,2018,2018-02-01,44690,15954,13989,5343,3558,83534,39.08937763219467
February,CONCEIÇÃO,76,582,2018,2018-02-01,15502,4653,4261,1273,1368,27057,46.48969072164948
February,CONCEIÇÃO,83,1157,2018,2018-02-01,32233,9746,3925,2094,1110,49108,42.444252376836644
February,CONCEIÇÃO,411,1005,2018,2018-02-01,23090,9289,6148,1685,4162,44374,44.15323383084577
February,CONCEIÇÃO,587,434,2018,2018-02-01,644,75,203,39,21,982,2.262672811059908
February,CONCEIÇÃO,599,1336,2018,2018-02-01,25659,8464,5134,989,5033,45279,33.89146706586826
February,CONCEIÇÃO,905,208,2018,2018-02-01,1589,392,209,85,19,2294,11.028846153846153
February,CONCEIÇÃO,2369,339,2018,2018-02-01,3096,1029,1327,394,962,6808,20.08259587020649
February,CONCEIÇÃO,3001,617,2018,2018-02-01,8003,3344,2002,819,1441,15609,25.298217179902757
February,CONCEIÇÃO,3101,313,2018,2018-02-01,4206,1669,881,305,841,7902,25.24600638977636
February,CONCEIÇÃO,6301,1117,2018,2018-02-01,20269,7528,4329,2350,2525,37001,33.1253357206804
February,CONCEIÇÃO,7601,34,2018,2018-02-01,677,141,213,564,45,1640,48.23529411764706
February,DUNAS - URB,33,4443,2018,2018-02-01,146476,59278,24472,9175,18635,258036,58.07697501688049
February,DUNAS - URB,40,4117,2018,2018-02-01,124387,44135,40255,13187,16257,238221,57.862764148651934
February,DUNAS - URB,57,464,2018,2018-02-01,6074,3322,1842,463,1023,12724,27.42241379310345
February,DUNAS - URB,331,1395,2018,2018-02-01,41516,17523,7052,2886,3843,72820,52.200716845878134
February,DUNAS - URB,332,555,2018,2018-02-01,8070,3357,1325,555,892,14199,25.583783783783783
February,DUNAS - URB,411,658,2018,2018-02-01,15165,5740,3579,1035,2710,28229,42.901215805471125
February,GUANABARA - URB,2,2171,2018,2018-02-01,66236,21303,10945,4073,7279,109836,50.5923537540304
February,GUANABARA - URB,4,1933,2018,2018-02-01,53401,16947,6357,2896,6209,85810,44.3921365752716
February,GUANABARA - URB,5,1259,2018,2018-02-01,30124,8622,6594,2755,1867,49962,39.683876092136614
February,GUANABARA - URB,8,2928,2018,2018-02-01,97005,35185,23470,9496,17806,182962,62.487021857923494
February,GUANABARA - URB,13,7,2018,2018-02-01,92,14,11,5,4,126,18.0
February,GUANABARA - URB,18,49,2018,2018-02-01,1011,575,73,20,240,1919,39.16326530612245
February,GUANABARA - URB,19,1653,2018,2018-02-01,28218,8472,12307,4172,3625,56794,34.35813672111313
February,GUANABARA - URB,20,1999,2018,2018-02-01,32204,10348,15933,6050,4059,68594,34.31415707853927
February,GUANABARA - URB,25,1216,2018,2018-02-01,17627,8576,7003,2585,2216,38007,31.25575657894737
February,GUANABARA - URB,60,3288,2018,2018-02-01,108077,38089,17411,6680,10727,180984,55.043795620437955
February,GUANABARA - URB,64,2898,2018,2018-02-01,87012,30356,24935,9718,7964,159985,55.20531400966183
February,GUANABARA - URB,67,1088,2018,2018-02-01,30632,8568,6359,2377,1722,49658,45.64154411764706
February,GUANABARA - URB,70,2518,2018,2018-02-01,64905,18299,14177,6445,4114,107940,42.867355043685464
February,GUANABARA - URB,72,1954,2018,2018-02-01,64167,18084,9251,3672,7212,102386,52.39815762538383
February,GUANABARA - URB,75,1696,2018,2018-02-01,39074,14858,7598,2652,3190,67372,39.72405660377358
February,GUANABARA - URB,76,547,2018,2018-02-01,14652,4507,4016,855,1359,25389,46.41499085923218
February,GUANABARA - URB,77,3171,2018,2018-02-01,97454,29304,13053,6292,11353,157456,49.654998423210344
February,GUANABARA - URB,79,2642,2018,2018-02-01,85518,34009,13551,5403,10289,148770,56.309613928841785
February,GUANABARA - URB,81,1285,2018,2018-02-01,26885,9224,4618,1472,2256,44455,34.59533073929961
February,GUANABARA - URB,84,3193,2018,2018-02-01,82796,26389,18161,7510,12802,147658,46.24428437206389
February,GUANABARA - URB,101,1302,2018,2018-02-01,31258,8185,9661,3575,2885,55564,42.675883256528415
February,GUANABARA - URB,102,411,2018,2018-02-01,10672,2876,3208,840,969,18565,45.17031630170316
February,GUANABARA - URB,592,759,2018,2018-02-01,3454,1556,1152,350,493,7005,9.229249011857707
February,GUANABARA - URB,593,946,2018,2018-02-01,5734,4376,1538,434,638,12720,13.446088794926004
February,GUANABARA - URB,1029,897,2018,2018-02-01,27541,9948,5054,2083,3566,48192,53.725752508361204
February,GUANABARA - URB,1214,1353,2018,2018-02-01,23391,6617,6789,2537,1631,40965,30.277161862527716
February,GUANABARA - URB,1301,1472,2018,2018-02-01,18433,7395,4586,1363,1877,33654,22.862771739130434
February,GUANABARA - URB,1302,65,2018,2018-02-01,699,229,179,62,85,1254,19.29230769230769
February,GUANABARA - URB,1516,1803,2018,2018-02-01,51198,16125,12108,4676,4280,88387,49.02218524681087
February,GUANABARA - URB,1778,1809,2018,2018-02-01,45702,14397,12065,4653,4603,81420,45.008291873963515
February,GUANABARA - URB,2369,341,2018,2018-02-01,3877,1162,1352,410,671,7472,21.912023460410555
February,GUANABARA - URB,6162,1341,2018,2018-02-01,20775,8594,5799,2227,1583,38978,29.066368381804622
February,GUANABARA - URB,6443,930,2018,2018-02-01,31625,10382,6346,2353,2802,53508,57.535483870967745
February,GUANABARA - URB,7501,69,2018,2018-02-01,2249,554,387,278,126,3594,52.08695652173913
February,GUANABARA - URB,7502,157,2018,2018-02-01,4450,1883,979,299,382,7993,50.910828025477706
February,GUANABARA - URB,7601,52,2018,2018-02-01,938,250,348,666,99,2301,44.25
February,REUNIDAS,7,3198,2018,2018-02-01,88592,26166,11994,4559,11300,142611,44.593808630393994
February,REUNIDAS,26,3004,2018,2018-02-01,96852,36462,11300,6133,14464,165211,54.99700399467377
February,REUNIDAS,27,2658,2018,2018-02-01,58149,17391,14026,5584,4819,99969,37.61060948081264
February,REUNIDAS,35,2399,2018,2018-02-01,67031,24929,17465,6692,10696,126813,52.86077532305127
February,REUNIDAS,68,2069,2018,2018-02-01,52331,14596,10418,3557,5024,85926,41.530207829869504
February,REUNIDAS,73,4599,2018,2018-02-01,192514,67448,24029,12703,30662,327356,71.17982170036964
February,REUNIDAS,85,1901,2018,2018-02-01,39305,17504,12200,3712,5527,78248,41.16149395055234
February,REUNIDAS,1029,2376,2018,2018-02-01,78272,30064,13305,5482,11432,138555,58.31439393939394
February,REUNIDAS,1778,606,2018,2018-02-01,13653,4050,3037,1479,1339,23558,38.87458745874587
February,REUNIDAS,6443,976,2018,2018-02-01,33562,10740,6894,2843,3340,57379,58.78995901639344
February,REUNIDAS,7847,2377,2018,2018-02-01,70816,26894,14552,5919,6939,125120,52.63777871266302
February,REUNIDAS,9018,83,2018,2018-02-01,493,66,456,46,361,1422,17.132530120481928
February,SANTA MARIA - URB,24,3026,2018,2018-02-01,68114,25568,15536,5864,10711,125793,41.57072042300066
February,SANTA MARIA - URB,34,1366,2018,2018-02-01,23230,8172,11143,3846,2866,49257,36.059297218155194
February,SANTA MARIA - URB,36,1821,2018,2018-02-01,32009,11695,10102,3991,4564,62361,34.245469522240526
February,SANTA MARIA - URB,37,3136,2018,2018-02-01,68641,37243,16321,6399,11033,139637,44.52710459183673
February,SANTA MARIA - URB,38,3801,2018,2018-02-01,114977,40060,38996,15060,11574,220667,58.05498553012365
February,SANTA MARIA - URB,39,2918,2018,2018-02-01,58599,24585,11379,4149,9224,107936,36.98971898560658
February,SANTA MARIA - URB,44,2900,2018,2018-02-01,55142,21879,16646,6282,6359,106308,36.65793103448276
February,SANTA MARIA - URB,46,2514,2018,2018-02-01,67262,34652,10699,5824,11619,130056,51.7326968973747
February,SANTA MARIA - URB,48,1917,2018,2018-02-01,35149,18964,10871,4555,5642,75181,39.21804903495045
February,SANTA MARIA - URB,54,3077,2018,2018-02-01,79706,36239,16366,8574,11575,152460,49.54826129346766
February,SANTA MARIA - URB,56,2211,2018,2018-02-01,47110,9475,4643,2649,10650,74527,33.70737222976029
February,SANTA MARIA - URB,66,1933,2018,2018-02-01,33740,13277,4811,2879,1938,56645,29.30419037765132
February,SANTA MARIA - URB,83,1302,2018,2018-02-01,34408,9954,4966,2428,1260,53016,40.71889400921659
February,SANTA MARIA - URB,331,1147,2018,2018-02-01,31161,13002,5312,1474,3037,53986,47.06713164777681
February,SANTA MARIA - URB,332,530,2018,2018-02-01,7691,3316,1282,414,825,13528,25.524528301886793
February,SANTA MARIA - URB,411,635,2018,2018-02-01,15552,6168,3758,1105,2783,29366,46.24566929133858
February,SANTA MARIA - URB,561,274,2018,2018-02-01,3427,327,97,90,408,4349,15.872262773722628
February,VIA SUL - URB,50,4241,2018,2018-02-01,122327,44725,20723,7889,18040,213704,50.39000235793445
February,VIA SUL - URB,51,2793,2018,2018-02-01,53164,27584,13380,5120,7674,106922,38.282133906194055
February,VIA SUL - URB,52,2672,2018,2018-02-01,49501,22034,14621,5705,6078,97939,36.65381736526946
February,VIA SUL - URB,65,1515,2018,2018-02-01,26917,13813,5985,1868,3741,52324,34.53729372937294
March,CONCEIÇÃO,21,4042,2018,2018-03-01,92244,36110,26702,9372,10113,174541,43.18184067293419
March,CONCEIÇÃO,22,1832,2018,2018-03-01,33581,11962,13039,3644,3501,65727,35.87718340611354
March,CONCEIÇÃO,30,2643,2018,2018-03-01,53754,29899,11904,4207,6426,106190,40.17782822550132
March,CONCEIÇÃO,31,2636,2018,2018-03-01,55174,34535,12020,3649,9971,115349,43.75910470409712
March,CONCEIÇÃO,41,2680,2018,2018-03-01,49074,21214,11557,3885,11358,97088,36.22686567164179
March,CONCEIÇÃO,59,2652,2018,2018-03-01,55882,20000,18158,5175,8027,107242,40.43815987933635
March,CONCEIÇÃO,63,4337,2018,2018-03-01,106080,77218,25099,8888,25071,242356,55.881023749135345
March,CONCEIÇÃO,71,2481,2018,2018-03-01,51527,22760,16457,5130,4394,100268,40.41434905280129
March,CONCEIÇÃO,76,677,2018,2018-03-01,17657,5907,4845,1277,1545,31231,46.1314623338257
March,CONCEIÇÃO,83,1272,2018,2018-03-01,34299,12718,4406,1806,1336,54565,42.897012578616355
March,CONCEIÇÃO,411,1103,2018,2018-03-01,24282,11779,6289,1748,4427,48525,43.99365367180417
March,CONCEIÇÃO,587,1018,2018,2018-03-01,1739,344,661,172,102,3018,2.9646365422396856
March,CONCEIÇÃO,599,1539,2018,2018-03-01,30174,12270,6082,1290,6096,55912,36.330084470435345
March,CONCEIÇÃO,905,270,2018,2018-03-01,1237,266,250,34,31,1818,6.733333333333333
March,CONCEIÇÃO,2369,369,2018,2018-03-01,3604,1459,1477,474,1174,8188,22.18970189701897
March,CONCEIÇÃO,3001,702,2018,2018-03-01,9116,5059,2264,905,1768,19112,27.225071225071225
March,CONCEIÇÃO,3101,336,2018,2018-03-01,5032,2706,975,305,1089,10107,30.080357142857142
March,CONCEIÇÃO,6301,1033,2018,2018-03-01,19250,8808,4091,1553,2364,36066,34.91384317521781
March,CONCEIÇÃO,7601,32,2018,2018-03-01,476,210,237,531,76,1530,47.8125
March,DUNAS - URB,33,4790,2018,2018-03-01,165029,86698,27667,9419,21803,310616,64.84676409185803
March,DUNAS - URB,40,4627,2018,2018-03-01,142280,58411,48379,14853,19523,283446,61.25913118651394
March,DUNAS - URB,57,603,2018,2018-03-01,8290,6201,2436,595,1604,19126,31.718076285240464
March,DUNAS - URB,331,1630,2018,2018-03-01,48294,25922,8371,3267,4963,90817,55.7159509202454
March,DUNAS - URB,332,607,2018,2018-03-01,10020,5307,1683,759,1202,18971,31.253706754530477
March,DUNAS - URB,411,694,2018,2018-03-01,16231,7506,4082,1196,3143,32158,46.3371757925072
March,GUANABARA - URB,2,2712,2018,2018-03-01,79592,30087,13486,5241,8979,137385,50.658185840707965
March,GUANABARA - URB,4,2244,2018,2018-03-01,61064,23931,7602,3652,7358,103607,46.17067736185383
March,GUANABARA - URB,5,1458,2018,2018-03-01,35398,11617,7759,3299,2201,60274,41.34019204389575
March,GUANABARA - URB,8,3440,2018,2018-03-01,110912,50462,27130,9502,22114,220120,63.98837209302326
March,GUANABARA - URB,13,951,2018,2018-03-01,11315,5326,2947,903,1238,21729,22.84858044164038
March,GUANABARA - URB,18,66,2018,2018-03-01,1371,1200,124,39,352,3086,46.75757575757576
March,GUANABARA - URB,19,1877,2018,2018-03-01,33517,11590,14506,4769,4512,68894,36.70431539690996
March,GUANABARA - URB,20,2300,2018,2018-03-01,36223,13299,18526,6663,5040,79751,34.67434782608696
March,GUANABARA - URB,25,1445,2018,2018-03-01,20888,12635,8688,3268,2709,48188,33.34809688581315
March,GUANABARA - URB,60,3988,2018,2018-03-01,124970,53649,20904,8038,12964,220525,55.297141424272816
March,GUANABARA - URB,64,3368,2018,2018-03-01,99162,41976,28861,10688,9330,190017,56.41834916864608
March,GUANABARA - URB,67,1266,2018,2018-03-01,33489,11149,7355,2593,2040,56626,44.72827804107425
March,GUANABARA - URB,70,2915,2018,2018-03-01,73194,25006,16970,7297,4886,127353,43.68885077186964
March,GUANABARA - URB,72,2335,2018,2018-03-01,73748,24544,11334,5090,8693,123409,52.85182012847966
March,GUANABARA - URB,75,2025,2018,2018-03-01,45364,21013,8808,2976,4288,82449,40.715555555555554
March,GUANABARA - URB,76,625,2018,2018-03-01,17744,5916,5186,1018,1822,31686,50.6976
March,GUANABARA - URB,77,3964,2018,2018-03-01,115231,42091,15866,7424,14144,194756,49.13118062563068
March,GUANABARA - URB,79,3276,2018,2018-03-01,97852,47583,15952,6125,12528,180040,54.957264957264954
March,GUANABARA - URB,81,1639,2018,2018-03-01,33626,13148,6355,1945,3123,58197,35.50762660158633
March,GUANABARA - URB,84,3733,2018,2018-03-01,96393,36970,22085,7437,15116,178001,47.68309670506295
March,GUANABARA - URB,101,1463,2018,2018-03-01,36822,10723,11649,3662,3531,66387,45.377306903622696
March,GUANABARA - URB,102,439,2018,2018-03-01,11438,3257,3620,1477,1031,20823,47.43280182232346
March,GUANABARA - URB,592,831,2018,2018-03-01,3900,2261,1140,315,540,8156,9.81468110709988
March,GUANABARA - URB,593,770,2018,2018-03-01,6787,6544,1633,576,927,16467,21.385714285714286
March,GUANABARA - URB,1029,1144,2018,2018-03-01,34706,15834,6384,2454,5057,64435,56.3243006993007
March,GUANABARA - URB,1214,1752,2018,2018-03-01,28960,9407,8939,3289,2278,52873,30.17865296803653
March,GUANABARA - URB,1301,869,2018,2018-03-01,11327,6214,2853,874,1136,22404,25.781357882623706
March,GUANABARA - URB,1516,2206,2018,2018-03-01,58505,20947,14545,5630,5050,104677,47.45104261106074
March,GUANABARA - URB,1778,2223,2018,2018-03-01,54655,19804,14228,5330,5565,99582,44.796221322537114
March,GUANABARA - URB,2369,368,2018,2018-03-01,4064,1460,1633,524,838,8519,23.14945652173913
March,GUANABARA - URB,6162,1662,2018,2018-03-01,25349,12689,7448,2758,2143,50387,30.31708784596871
March,GUANABARA - URB,6443,1199,2018,2018-03-01,38817,14056,8102,2717,3860,67552,56.340283569641365
March,GUANABARA - URB,7501,36,2018,2018-03-01,1815,453,261,54,52,2635,73.19444444444444
March,GUANABARA - URB,7502,195,2018,2018-03-01,4998,2910,1232,364,496,10000,51.282051282051285
March,GUANABARA - URB,7601,50,2018,2018-03-01,839,242,256,248,94,1679,33.58
March,REUNIDAS,7,3517,2018,2018-03-01,98591,36426,13625,5227,12500,166369,47.30423656525448
March,REUNIDAS,26,3334,2018,2018-03-01,106868,50063,12947,5781,16463,192122,57.625074985002996
March,REUNIDAS,27,3019,2018,2018-03-01,64304,21833,16376,5746,5736,113995,37.75919178535939
March,REUNIDAS,35,2682,2018,2018-03-01,76619,35294,20296,7416,12637,152262,56.77181208053691
March,REUNIDAS,68,2327,2018,2018-03-01,61028,20953,13874,4014,6399,106268,45.667382896433175
March,REUNIDAS,73,5259,2018,2018-03-01,216399,95265,27225,12968,36505,388362,73.84711922418711
March,REUNIDAS,85,2198,2018,2018-03-01,45591,26237,14109,4379,6877,97193,44.21883530482257
March,REUNIDAS,1029,2849,2018,2018-03-01,91514,44752,16382,6528,13958,173134,60.77009477009477
March,REUNIDAS,1778,771,2018,2018-03-01,18074,6212,4457,1977,1830,32550,42.217898832684824
March,REUNIDAS,6443,1206,2018,2018-03-01,41048,14692,8901,2917,4449,72007,59.707296849087896
March,REUNIDAS,7847,2647,2018,2018-03-01,81729,35718,16739,6043,7774,148003,55.91348696637703
March,REUNIDAS,9018,98,2018,2018-03-01,558,13,397,20,410,1398,14.26530612244898
March,SANTA MARIA - URB,24,3370,2018,2018-03-01,78895,35824,18404,6600,12911,152634,45.2919881305638
March,SANTA MARIA - URB,34,1644,2018,2018-03-01,27101,10635,13078,4458,3251,58523,35.59793187347932
March,SANTA MARIA - URB,36,2180,2018,2018-03-01,37627,16642,12521,4238,5896,76924,35.28623853211009
March,SANTA MARIA - URB,37,3599,2018,2018-03-01,80479,54877,19628,7803,13086,175873,48.86718532925813
March,SANTA MARIA - URB,38,4378,2018,2018-03-01,132680,51939,47725,16677,14932,263953,60.29077204202832
March,SANTA MARIA - URB,39,3302,2018,2018-03-01,69816,35356,14126,4881,12100,136279,41.27165354330709
March,SANTA MARIA - URB,44,3367,2018,2018-03-01,66189,31903,20225,8009,8130,134456,39.933471933471935
March,SANTA MARIA - URB,46,2846,2018,2018-03-01,75815,50188,12420,5997,14630,159050,55.885453267744204
March,SANTA MARIA - URB,48,2105,2018,2018-03-01,39069,28391,12744,4856,7693,92753,44.063182897862234
March,SANTA MARIA - URB,54,3575,2018,2018-03-01,93947,53732,19115,9163,14765,190722,53.34881118881119
March,SANTA MARIA - URB,56,2486,2018,2018-03-01,51508,12677,5465,2383,11531,83564,33.613837489943684
March,SANTA MARIA - URB,66,2075,2018,2018-03-01,37929,21964,5541,2420,2328,70182,33.82265060240964
March,SANTA MARIA - URB,83,1413,2018,2018-03-01,39306,13565,5487,1995,1541,61894,43.803255484784145
March,SANTA MARIA - URB,331,1232,2018,2018-03-01,37517,19645,6276,1730,4017,69185,56.15665584415584
March,SANTA MARIA - URB,332,584,2018,2018-03-01,9168,5074,1559,439,1144,17384,29.767123287671232
March,SANTA MARIA - URB,411,720,2018,2018-03-01,17650,8849,4448,1250,3282,35479,49.27638888888889
March,SANTA MARIA - URB,561,311,2018,2018-03-01,2931,222,100,23,477,3753,12.067524115755628
March,VIA SUL - URB,50,5116,2018,2018-03-01,145042,65869,25650,9197,22621,268379,52.45875684128225
March,VIA SUL - URB,51,3176,2018,2018-03-01,62130,40887,16087,6051,9624,134779,42.4367128463476
March,VIA SUL - URB,52,3091,2018,2018-03-01,58296,31309,17420,6920,7950,121895,39.43545778065351
March,VIA SUL - URB,65,1859,2018,2018-03-01,31299,20480,6864,2062,4422,65127,35.0333512641205
April,CONCEIÇÃO,21,3910,2018,2018-04-01,86527,33120,25821,9732,9274,164474,42.06496163682864
April,CONCEIÇÃO,22,1800,2018,2018-04-01,30878,12138,12446,3578,3407,62447,34.69277777777778
April,CONCEIÇÃO,30,2556,2018,2018-04-01,50941,27588,11096,4470,6045,100140,39.178403755868544
April,CONCEIÇÃO,31,2461,2018,2018-04-01,51765,32830,10887,3207,9704,108393,44.04429093864283
April,CONCEIÇÃO,41,2627,2018,2018-04-01,48213,20146,11164,3791,11232,94546,35.99010277883517
April,CONCEIÇÃO,59,2564,2018,2018-04-01,49607,18587,17183,5600,7581,98558,38.439157566302654
April,CONCEIÇÃO,63,4164,2018,2018-04-01,100807,72439,24124,9147,24540,231057,55.48919308357349
April,CONCEIÇÃO,71,2398,2018,2018-04-01,48018,21721,15618,5520,4303,95180,39.69140950792327
April,CONCEIÇÃO,76,629,2018,2018-04-01,16023,5374,4508,1599,1429,28933,45.99841017488076
April,CONCEIÇÃO,83,1201,2018,2018-04-01,32731,12289,4273,2141,1236,52670,43.85512073272273
April,CONCEIÇÃO,411,1081,2018,2018-04-01,23495,10266,6247,1916,4370,46294,42.82516188714153
April,CONCEIÇÃO,587,1335,2018,2018-04-01,2020,329,675,162,167,3353,2.5116104868913856
April,CONCEIÇÃO,599,1491,2018,2018-04-01,28849,11959,6027,1298,6418,54551,36.586854460093896
April,CONCEIÇÃO,905,224,2018,2018-04-01,1202,225,204,40,39,1710,7.633928571428571
April,CONCEIÇÃO,2369,367,2018,2018-04-01,3455,1417,1371,451,1187,7881,21.474114441416894
April,CONCEIÇÃO,3001,673,2018,2018-04-01,8859,4833,2269,975,1813,18749,27.85884101040119
April,CONCEIÇÃO,3101,343,2018,2018-04-01,4854,2767,923,283,1175,10002,29.160349854227405
April,CONCEIÇÃO,6301,1075,2018,2018-04-01,19705,8820,4197,1434,2536,36692,34.13209302325581
April,CONCEIÇÃO,7601,49,2018,2018-04-01,851,249,315,107,66,1588,32.40816326530612
April,DUNAS - URB,33,4693,2018,2018-04-01,157587,84922,26128,9722,20750,299109,63.73513743873855
April,DUNAS - URB,40,4392,2018,2018-04-01,132673,52406,46115,15031,18490,264715,60.272085610200364
April,DUNAS - URB,57,607,2018,2018-04-01,7718,6322,2438,578,1419,18475,30.43657331136738
April,DUNAS - URB,331,1498,2018,2018-04-01,45341,23808,8149,3596,5088,85982,57.39786381842457
April,DUNAS - URB,332,613,2018,2018-04-01,9450,4655,1642,407,1140,17294,28.212071778140295
April,DUNAS - URB,411,700,2018,2018-04-01,16017,6714,3935,1265,3052,30983,44.261428571428574
April,GUANABARA - URB,2,2549,2018,2018-04-01,72959,29612,12960,5525,8459,129515,50.810121616320124
April,GUANABARA - URB,4,2240,2018,2018-04-01,56885,22251,7318,3848,7428,97730,43.629464285714285
April,GUANABARA - URB,5,1409,2018,2018-04-01,31256,10025,7394,3263,2194,54132,38.41873669268985
April,GUANABARA - URB,8,3390,2018,2018-04-01,107155,44380,25905,9154,21546,208140,61.39823008849557
April,GUANABARA - URB,13,569,2018,2018-04-01,6935,2910,1873,569,722,13009,22.86291739894552
April,GUANABARA - URB,18,62,2018,2018-04-01,1162,1025,134,31,234,2586,41.70967741935484
April,GUANABARA - URB,19,1799,2018,2018-04-01,30549,10189,13461,4581,4192,62972,35.00389105058366
April,GUANABARA - URB,20,2257,2018,2018-04-01,32814,12954,17176,6412,4801,74157,32.85644661054497
April,GUANABARA - URB,25,1394,2018,2018-04-01,19195,12010,8034,3090,2625,44954,32.24820659971306
April,GUANABARA - URB,60,3818,2018,2018-04-01,114573,51499,19947,8292,12581,206892,54.18858040859089
April,GUANABARA - URB,64,3259,2018,2018-04-01,91932,39461,27259,11037,8761,178450,54.75606014114759
April,GUANABARA - URB,67,1166,2018,2018-04-01,31493,10084,7128,2500,2021,53226,45.6483704974271
April,GUANABARA - URB,70,2848,2018,2018-04-01,68457,23586,16174,7418,4844,120479,42.30301966292135
April,GUANABARA - URB,72,2273,2018,2018-04-01,68439,22778,10846,5121,8535,115719,50.91025076990761
April,GUANABARA - URB,75,1909,2018,2018-04-01,41029,19487,8305,2935,3980,75736,39.6731272917758
April,GUANABARA - URB,76,416,2018,2018-04-01,11665,4126,3207,682,1279,20959,50.38221153846154
April,GUANABARA - URB,77,4016,2018,2018-04-01,109974,40396,15659,7893,14197,188119,46.84238047808765
April,GUANABARA - URB,79,3124,2018,2018-04-01,90543,45505,15701,6518,12247,170514,54.581946222791295
April,GUANABARA - URB,81,1566,2018,2018-04-01,32609,12732,5921,1950,3153,56365,35.99297573435504
April,GUANABARA - URB,84,3621,2018,2018-04-01,89393,33831,20988,7454,14799,166465,45.97210715272024
April,GUANABARA - URB,101,1487,2018,2018-04-01,36906,10800,11443,4369,3812,67330,45.27908540685945
April,GUANABARA - URB,102,380,2018,2018-04-01,9989,2758,3319,840,899,17805,46.85526315789474
April,GUANABARA - URB,592,832,2018,2018-04-01,3833,2306,1131,349,589,8208,9.865384615384615
April,GUANABARA - URB,593,808,2018,2018-04-01,6651,5881,1637,560,905,15634,19.349009900990097
April,GUANABARA - URB,1029,1029,2018,2018-04-01,29414,13754,5309,2239,4316,55032,53.481049562682216
April,GUANABARA - URB,1214,1678,2018,2018-04-01,27049,8733,8252,3044,2310,49388,29.432657926102504
April,GUANABARA - URB,1301,934,2018,2018-04-01,11658,5416,2945,860,1245,22124,23.687366167023555
April,GUANABARA - URB,1302,220,2018,2018-04-01,2416,1357,648,205,283,4909,22.313636363636363
April,GUANABARA - URB,1516,2128,2018,2018-04-01,54525,20069,13836,5801,4947,99178,46.6062030075188
April,GUANABARA - URB,1778,2210,2018,2018-04-01,52022,19318,14194,5552,5610,96696,43.753846153846155
April,GUANABARA - URB,2369,356,2018,2018-04-01,3760,1429,1374,467,844,7874,22.117977528089888
April,GUANABARA - URB,6162,1643,2018,2018-04-01,24217,11767,7345,2851,2082,48262,29.37431527693244
April,GUANABARA - URB,6443,1135,2018,2018-04-01,35533,13071,7738,2861,3514,62717,55.25726872246696
April,GUANABARA - URB,7501,109,2018,2018-04-01,3229,1112,434,102,176,5053,46.357798165137616
April,GUANABARA - URB,7502,170,2018,2018-04-01,4202,2361,997,308,380,8248,48.51764705882353
April,GUANABARA - URB,7601,200,2018,2018-04-01,4464,1498,1327,613,381,8283,41.415
April,REUNIDAS,7,3354,2018,2018-04-01,91518,31465,13011,5569,12139,153702,45.826475849731665
April,REUNIDAS,26,3237,2018,2018-04-01,102865,49876,12663,6693,15969,188066,58.09885696632685
April,REUNIDAS,27,2858,2018,2018-04-01,59795,19527,15352,5992,5689,106355,37.213086074177745
April,REUNIDAS,35,2593,2018,2018-04-01,73080,32797,19129,7467,12727,145200,55.99691477053606
April,REUNIDAS,68,2177,2018,2018-04-01,57140,18571,12990,4290,5954,98945,45.450160771704184
April,REUNIDAS,73,5022,2018,2018-04-01,200391,92435,26225,13832,34241,367124,73.1031461569096
April,REUNIDAS,85,2065,2018,2018-04-01,42762,23495,13336,4211,6904,90708,43.92639225181598
April,REUNIDAS,1029,2804,2018,2018-04-01,88245,44597,15942,6617,13509,168910,60.23894436519258
April,REUNIDAS,1778,717,2018,2018-04-01,15662,5487,4246,2223,1542,29160,40.66945606694561
April,REUNIDAS,6443,1188,2018,2018-04-01,40525,15036,8549,3140,4483,71733,60.38131313131313
April,REUNIDAS,7847,2588,2018,2018-04-01,75735,35207,16062,6340,7355,140699,54.36591962905719
April,REUNIDAS,9018,91,2018,2018-04-01,505,23,387,45,309,1269,13.945054945054945
April,SANTA MARIA - URB,24,3272,2018,2018-04-01,75186,31605,17721,6529,12444,143485,43.85238386308068
April,SANTA MARIA - URB,34,1567,2018,2018-04-01,25006,10094,12377,4229,3010,54716,34.917677089980856
April,SANTA MARIA - URB,36,2107,2018,2018-04-01,35242,14647,12104,4387,6042,72422,34.372093023255815
April,SANTA MARIA - URB,37,3545,2018,2018-04-01,76946,54785,18889,8074,13001,171695,48.433004231311706
April,SANTA MARIA - URB,38,4241,2018,2018-04-01,125105,49858,46987,18107,14774,254831,60.087479368073566
April,SANTA MARIA - URB,39,3108,2018,2018-04-01,66091,35830,13710,5100,11962,132693,42.69401544401544
April,SANTA MARIA - URB,44,3288,2018,2018-04-01,61906,31054,19574,7778,7746,128058,38.947080291970806
April,SANTA MARIA - URB,46,2790,2018,2018-04-01,73036,50847,12482,6519,14797,157681,56.51648745519713
April,SANTA MARIA - URB,48,2073,2018,2018-04-01,35906,27890,11799,5017,7508,88120,42.50844187168355
April,SANTA MARIA - URB,54,3468,2018,2018-04-01,88124,53670,18531,9435,15116,184876,53.30911188004614
April,SANTA MARIA - URB,56,2390,2018,2018-04-01,46991,12249,5090,2586,11235,78151,32.69916317991632
April,SANTA MARIA - URB,66,2010,2018,2018-04-01,35363,21283,5307,2443,2152,66548,33.10845771144279
