Mês,Empresa,Linha,Qtd_Viagens,Ano,Data,Inteira,Estudante,Gratuidade,Social,Integracao,Qtd_Passageiros,Eficiencia
February,SANTA MARIA - URB,38,3955,2020,2020-02-01,118211,38587,45998,13375,12286,228457,57.76409608091024
February,SANTA MARIA - URB,39,2357,2020,2020-02-01,46828,18517,10251,2858,7350,85804,36.40390326686466
February,SANTA MARIA - URB,44,2778,2020,2020-02-01,43245,16090,15758,5218,5482,85793,30.88300935925126
February,SANTA MARIA - URB,46,2256,2020,2020-02-01,57911,26714,10296,4102,10938,109961,48.7415780141844
February,SANTA MARIA - URB,48,1576,2020,2020-02-01,22540,11127,8466,2888,3198,48219,30.595812182741117
February,SANTA MARIA - URB,54,3118,2020,2020-02-01,68767,27744,15635,6026,11475,129647,41.58017960230917
February,SANTA MARIA - URB,56,2474,2020,2020-02-01,48169,8067,5487,1969,11631,75323,30.445836701697655
February,SANTA MARIA - URB,66,1940,2020,2020-02-01,27015,10434,4534,1488,1519,44990,23.190721649484537
February,SANTA MARIA - URB,83,1368,2020,2020-02-01,39029,10103,5925,1463,1787,58307,42.62207602339181
February,SANTA MARIA - URB,331,1161,2020,2020-02-01,31764,11936,6494,1530,3621,55345,47.67011197243755
February,SANTA MARIA - URB,332,521,2020,2020-02-01,7682,3102,1615,328,883,13610,26.122840690978887
February,SANTA MARIA - URB,411,419,2020,2020-02-01,7955,2636,2033,469,1268,14361,34.2744630071599
February,SANTA MARIA - URB,412,333,2020,2020-02-01,4482,2097,1545,322,576,9022,27.093093093093092
February,SANTA MARIA - URB,561,316,2020,2020-02-01,3728,345,174,32,280,4559,14.427215189873417
February,VIA SUL - URB,50,3973,2020,2020-02-01,122410,39188,23854,6320,17066,208838,52.56430908633275
February,VIA SUL - URB,51,2804,2020,2020-02-01,53528,26285,16062,5524,8482,109881,39.18723252496434
February,VIA SUL - URB,52,2658,2020,2020-02-01,47442,19798,17263,6079,6499,97081,36.52407825432656
February,VIA SUL - URB,65,1600,2020,2020-02-01,26625,12216,6718,1965,3177,50701,31.688125
March,CONCEIÇÃO,21,3402,2020,2020-03-01,55613,16017,18269,4639,5495,100033,29.404174015285125
March,CONCEIÇÃO,30,1851,2020,2020-03-01,33978,13080,8242,2100,4226,61626,33.293354943273904
March,CONCEIÇÃO,31,1691,2020,2020-03-01,34318,15374,8137,1938,6472,66239,39.17149615612064
March,CONCEIÇÃO,41,1734,2020,2020-03-01,31168,9370,6692,1972,6752,55954,32.26874279123414
March,CONCEIÇÃO,59,2119,2020,2020-03-01,36938,11280,14495,3304,5483,71500,33.74233128834356
March,CONCEIÇÃO,63,2956,2020,2020-03-01,71501,38336,18963,4241,15275,148316,50.174560216508794
March,CONCEIÇÃO,76,575,2020,2020-03-01,12875,3243,3536,611,1349,21614,37.5895652173913
March,CONCEIÇÃO,83,949,2020,2020-03-01,22437,5421,3102,637,1063,32660,34.41517386722866
March,CONCEIÇÃO,411,678,2020,2020-03-01,13965,4673,3015,655,2270,24578,36.250737463126846
March,CONCEIÇÃO,412,252,2020,2020-03-01,2942,2267,940,193,399,6741,26.75
March,CONCEIÇÃO,587,649,2020,2020-03-01,1862,1393,1086,163,549,5053,7.785824345146379
March,CONCEIÇÃO,599,1442,2020,2020-03-01,27144,9929,6925,842,5340,50180,34.79889042995839
March,CONCEIÇÃO,905,131,2020,2020-03-01,841,133,145,15,28,1162,8.870229007633588
March,CONCEIÇÃO,2271,2422,2020,2020-03-01,45374,15740,17915,4348,3942,87319,36.05243600330306
March,CONCEIÇÃO,2369,272,2020,2020-03-01,2133,700,1033,278,561,4705,17.297794117647058
March,CONCEIÇÃO,3001,384,2020,2020-03-01,4925,2046,1159,354,1007,9491,24.716145833333332
March,CONCEIÇÃO,3101,211,2020,2020-03-01,2848,1260,571,139,772,5590,26.492890995260662
March,CONCEIÇÃO,6301,710,2020,2020-03-01,15549,4836,2962,689,1968,26004,36.625352112676055
March,CONCEIÇÃO,7601,22,2020,2020-03-01,538,131,184,34,40,927,42.13636363636363
March,DUNAS - URB,33,3636,2020,2020-03-01,125771,44956,22303,5033,17230,215293,59.21149614961496
March,DUNAS - URB,40,3762,2020,2020-03-01,99817,30446,36486,9079,14117,189945,50.49043062200957
March,DUNAS - URB,57,374,2020,2020-03-01,1217,482,601,170,504,2974,7.951871657754011
March,DUNAS - URB,331,1011,2020,2020-03-01,26297,10717,5214,1230,2833,46291,45.78733926805143
March,DUNAS - URB,332,454,2020,2020-03-01,6300,2429,1144,295,775,10943,24.10352422907489
March,DUNAS - URB,411,385,2020,2020-03-01,7055,2130,1857,541,1239,12822,33.3038961038961
March,DUNAS - URB,412,238,2020,2020-03-01,2643,1722,885,178,459,5887,24.735294117647058
March,GUANABARA - URB,2,2404,2020,2020-03-01,58629,17653,10806,2612,6732,96432,40.113144758735444
March,GUANABARA - URB,4,1841,2020,2020-03-01,40748,10454,5187,1589,4797,62775,34.09831613253667
March,GUANABARA - URB,5,172,2020,2020-03-01,3131,453,657,194,176,4611,26.808139534883722
March,GUANABARA - URB,8,2989,2020,2020-03-01,91065,28046,21188,4700,18036,163035,54.544998327199735
March,GUANABARA - URB,13,1027,2020,2020-03-01,11671,4983,3367,864,1507,22392,21.803310613437194
March,GUANABARA - URB,18,52,2020,2020-03-01,792,527,74,18,177,1588,30.53846153846154
March,GUANABARA - URB,19,1466,2020,2020-03-01,21145,5221,10528,2897,2646,42437,28.947476125511596
March,GUANABARA - URB,20,1451,2020,2020-03-01,17777,5848,10538,3359,1845,39367,27.13094417643005
March,GUANABARA - URB,25,899,2020,2020-03-01,9256,4863,4429,1468,1085,21101,23.47163515016685
March,GUANABARA - URB,60,3420,2020,2020-03-01,90518,30106,16948,4391,9713,151676,44.34970760233918
March,GUANABARA - URB,64,2423,2020,2020-03-01,67018,19479,20085,5753,5919,118254,48.80478745356996
March,GUANABARA - URB,67,1321,2020,2020-03-01,38018,8714,8945,2578,2173,60428,45.7441332323997
March,GUANABARA - URB,70,1975,2020,2020-03-01,53873,12679,12399,4112,3786,86849,43.974177215189876
March,GUANABARA - URB,72,2224,2020,2020-03-01,57659,14326,8885,2430,6516,89816,40.384892086330936
March,GUANABARA - URB,75,768,2020,2020-03-01,22230,8312,4906,1039,2041,38528,50.166666666666664
March,GUANABARA - URB,76,402,2020,2020-03-01,10542,3223,3038,491,1115,18409,45.79353233830846
March,GUANABARA - URB,77,3258,2020,2020-03-01,83912,21371,11379,3369,9910,129941,39.88367096378146
March,GUANABARA - URB,79,2862,2020,2020-03-01,74982,28309,12832,2799,9391,128313,44.833333333333336
March,GUANABARA - URB,81,925,2020,2020-03-01,20338,6323,3977,1098,2012,33748,36.48432432432433
March,GUANABARA - URB,84,2838,2020,2020-03-01,67624,19636,16835,4125,11324,119544,42.12262156448203
March,GUANABARA - URB,101,591,2020,2020-03-01,13030,3309,4458,978,1380,23155,39.179357021996616
March,GUANABARA - URB,102,642,2020,2020-03-01,14463,3275,4898,1045,1279,24960,38.87850467289719
March,GUANABARA - URB,125,183,2020,2020-03-01,561,42,289,3,154,1049,5.73224043715847
March,GUANABARA - URB,592,557,2020,2020-03-01,1907,844,780,159,219,3909,7.017953321364453
March,GUANABARA - URB,593,601,2020,2020-03-01,3736,3903,953,247,537,9376,15.600665557404326
March,GUANABARA - URB,1029,804,2020,2020-03-01,20402,7464,4293,1162,2943,36264,45.1044776119403
March,GUANABARA - URB,1214,833,2020,2020-03-01,12731,3123,4068,1278,684,21884,26.271308523409363
March,GUANABARA - URB,1516,2039,2020,2020-03-01,41104,11719,11381,3371,3888,71463,35.04806277587053
March,GUANABARA - URB,1778,1410,2020,2020-03-01,31037,8738,9169,2459,3157,54560,38.695035460992905
March,GUANABARA - URB,2369,245,2020,2020-03-01,2191,645,909,198,448,4391,17.922448979591838
March,GUANABARA - URB,6162,793,2020,2020-03-01,12292,4717,3972,1211,942,23134,29.172761664564945
March,GUANABARA - URB,6443,838,2020,2020-03-01,24831,6965,5686,1399,2482,41363,49.359188544152744
March,GUANABARA - URB,7501,519,2020,2020-03-01,13412,5693,2907,682,1231,23925,46.09826589595376
March,GUANABARA - URB,7502,39,2020,2020-03-01,688,174,141,30,45,1078,27.641025641025642
March,GUANABARA - URB,7601,29,2020,2020-03-01,493,103,192,48,42,878,30.275862068965516
March,REUNIDAS,7,2966,2020,2020-03-01,71574,19121,10067,2376,8711,111849,37.710384356035064
March,REUNIDAS,26,2539,2020,2020-03-01,67625,23550,9332,2715,10480,113702,44.78219771563608
March,REUNIDAS,27,2330,2020,2020-03-01,44222,11786,11832,3177,3306,74323,31.898283261802575
March,REUNIDAS,35,2065,2020,2020-03-01,49440,16791,13746,3830,8026,91833,44.47118644067797
March,REUNIDAS,68,1552,2020,2020-03-01,35993,9982,8684,1991,3839,60489,38.97487113402062
March,REUNIDAS,73,4903,2020,2020-03-01,160249,49153,22094,6044,27132,264672,53.981643891495004
March,REUNIDAS,85,1417,2020,2020-03-01,22674,11200,8160,1943,3727,47704,33.66549047282992
March,REUNIDAS,1029,2280,2020,2020-03-01,64992,23587,12033,2890,9062,112564,49.37017543859649
March,REUNIDAS,1778,258,2020,2020-03-01,5563,1613,1445,398,553,9572,37.10077519379845
March,REUNIDAS,6443,614,2020,2020-03-01,27185,7774,6303,1618,2748,45628,74.31270358306189
March,REUNIDAS,7847,2067,2020,2020-03-01,51105,17459,11784,3318,4891,88557,42.84325108853411
March,REUNIDAS,9018,88,2020,2020-03-01,361,19,265,34,225,904,10.272727272727273
March,SANTA MARIA - URB,24,2304,2020,2020-03-01,47850,16390,12255,3519,8006,88020,38.203125
March,SANTA MARIA - URB,34,940,2020,2020-03-01,11864,4519,7317,2125,1568,27393,29.141489361702128
March,SANTA MARIA - URB,36,1516,2020,2020-03-01,17464,6833,7013,2008,3196,36514,24.08575197889182
March,SANTA MARIA - URB,37,3015,2020,2020-03-01,51346,26239,14042,4215,9473,105315,34.930348258706466
March,SANTA MARIA - URB,38,3967,2020,2020-03-01,99209,31696,40921,10992,11383,194201,48.954121502394756
March,SANTA MARIA - URB,39,2183,2020,2020-03-01,40339,16452,8659,2318,7299,75067,34.38708199725149
March,SANTA MARIA - URB,44,2380,2020,2020-03-01,34199,14219,12315,3836,4695,69264,29.10252100840336
March,SANTA MARIA - URB,46,2310,2020,2020-03-01,48975,23312,8320,3209,9903,93719,40.57099567099567
March,SANTA MARIA - URB,48,1485,2020,2020-03-01,17295,12311,6924,2255,3597,42382,28.54006734006734
March,SANTA MARIA - URB,54,3332,2020,2020-03-01,61563,24897,13932,5227,11319,116938,35.09543817527011
March,SANTA MARIA - URB,56,2342,2020,2020-03-01,36983,6036,4026,1386,8741,57172,24.411614005123827
March,SANTA MARIA - URB,66,1547,2020,2020-03-01,18938,9504,3014,921,1166,33543,21.68261150614092
March,SANTA MARIA - URB,83,1274,2020,2020-03-01,31868,7957,4723,1055,1534,47137,36.99921507064364
March,SANTA MARIA - URB,331,1027,2020,2020-03-01,26701,9955,5062,1176,3051,45945,44.73709834469328
March,SANTA MARIA - URB,332,363,2020,2020-03-01,4852,2402,934,209,609,9006,24.8099173553719
March,SANTA MARIA - URB,411,313,2020,2020-03-01,6486,2653,1505,338,1028,12010,38.370607028753994
March,SANTA MARIA - URB,412,251,2020,2020-03-01,3348,1622,1078,222,459,6729,26.808764940239044
March,SANTA MARIA - URB,561,348,2020,2020-03-01,2181,47,115,16,218,2577,7.405172413793103
March,VIA SUL - URB,50,3947,2020,2020-03-01,107070,34763,19997,5014,16144,182988,46.36128705345832
March,VIA SUL - URB,51,2580,2020,2020-03-01,39887,21241,11668,3749,6933,83478,32.35581395348837
March,VIA SUL - URB,52,2613,2020,2020-03-01,38303,16390,13364,4567,5756,78380,29.996172981247607
March,VIA SUL - URB,65,1228,2020,2020-03-01,18968,9903,4862,1405,2349,37487,30.52687296416938
April,CONCEIÇÃO,21,1736,2020,2020-04-01,35223,4942,9918,2288,2811,55182,31.786866359447004
April,CONCEIÇÃO,30,1025,2020,2020-04-01,15088,2008,3377,820,2188,23481,22.90829268292683
April,CONCEIÇÃO,31,841,2020,2020-04-01,14976,1833,2626,603,1654,21692,25.79310344827586
April,CONCEIÇÃO,41,657,2020,2020-04-01,9622,1240,1647,354,1666,14529,22.114155251141554
April,CONCEIÇÃO,59,1240,2020,2020-04-01,26287,4192,8515,2225,2429,43648,35.2
April,CONCEIÇÃO,63,939,2020,2020-04-01,29225,4069,6142,1355,3425,44216,47.08839190628328
April,CONCEIÇÃO,76,481,2020,2020-04-01,10681,1549,2741,481,1043,16495,34.29313929313929
April,CONCEIÇÃO,83,582,2020,2020-04-01,10974,1275,1375,311,439,14374,24.697594501718214
April,CONCEIÇÃO,411,655,2020,2020-04-01,11184,2246,2397,496,1695,18018,27.508396946564886
April,CONCEIÇÃO,599,824,2020,2020-04-01,13172,2447,3373,456,1909,21357,25.91868932038835
April,CONCEIÇÃO,2271,1183,2020,2020-04-01,22903,3522,8008,1886,1632,37951,32.08030431107354
April,CONCEIÇÃO,6301,447,2020,2020-04-01,9939,1419,1810,425,1305,14898,33.328859060402685
April,DUNAS - URB,33,2295,2020,2020-04-01,75704,10953,11578,2263,10945,111443,48.55904139433551
April,DUNAS - URB,40,2018,2020,2020-04-01,58426,9680,16459,4279,6436,95280,47.215064420218035
April,DUNAS - URB,331,241,2020,2020-04-01,4664,711,738,146,500,6759,28.04564315352697
April,DUNAS - URB,332,308,2020,2020-04-01,3236,414,414,96,278,4438,14.409090909090908
April,DUNAS - URB,411,435,2020,2020-04-01,7779,1629,1765,541,1380,13094,30.101149425287357
April,GUANABARA - URB,2,1410,2020,2020-04-01,28046,3688,4604,1074,3295,40707,28.870212765957447
April,GUANABARA - URB,4,986,2020,2020-04-01,17618,2028,1825,522,1823,23816,24.154158215010142
April,GUANABARA - URB,8,1887,2020,2020-04-01,55285,7387,11126,2430,9780,86008,45.57922628510864
April,GUANABARA - URB,13,9,2020,2020-04-01,5,3,1,1,0,10,1.1111111111111112
April,GUANABARA - URB,19,705,2020,2020-04-01,11496,1503,4645,1478,979,20101,28.51205673758865
April,GUANABARA - URB,25,1,2020,2020-04-01,0,0,0,0,0,0,0.0
April,GUANABARA - URB,60,1856,2020,2020-04-01,48025,6671,7473,1845,4831,68845,37.093211206896555
April,GUANABARA - URB,64,1307,2020,2020-04-01,43213,5436,9058,2530,3691,63928,48.91201224177506
April,GUANABARA - URB,67,763,2020,2020-04-01,22623,3012,4182,1268,1295,32380,42.43774574049804
April,GUANABARA - URB,70,737,2020,2020-04-01,22743,2963,4358,1347,1624,33035,44.8236092265943
April,GUANABARA - URB,72,1402,2020,2020-04-01,32000,4144,4172,1209,3109,44634,31.835948644793152
April,GUANABARA - URB,75,543,2020,2020-04-01,15960,2632,3260,767,1168,23787,43.806629834254146
April,GUANABARA - URB,77,1787,2020,2020-04-01,41470,5170,4909,1338,4488,57375,32.10688304420817
April,GUANABARA - URB,79,1685,2020,2020-04-01,39961,6531,6239,1179,4754,58664,34.81543026706231
April,GUANABARA - URB,84,1428,2020,2020-04-01,38210,5639,7790,1781,4913,58333,40.84943977591036
April,GUANABARA - URB,125,174,2020,2020-04-01,147,22,99,2,0,270,1.5517241379310345
April,GUANABARA - URB,1029,219,2020,2020-04-01,5104,700,788,191,530,7313,33.39269406392694
April,GUANABARA - URB,1516,1179,2020,2020-04-01,29695,4164,6309,1795,2649,44612,37.83884648006785
April,GUANABARA - URB,1778,575,2020,2020-04-01,15945,2246,3596,1020,1577,24384,42.40695652173913
April,GUANABARA - URB,6443,464,2020,2020-04-01,14317,2199,2679,679,1136,21010,45.2801724137931
April,GUANABARA - URB,7501,31,2020,2020-04-01,675,119,125,19,40,978,31.548387096774192
April,REUNIDAS,7,1678,2020,2020-04-01,41330,5497,5429,1235,4419,57910,34.51132300357568
April,REUNIDAS,26,1359,2020,2020-04-01,25810,3209,3354,881,4333,37587,27.65783664459161
April,REUNIDAS,27,1154,2020,2020-04-01,26507,4133,5796,1507,1879,39822,34.50779896013865
April,REUNIDAS,29,6,2020,2020-04-01,274,49,40,9,0,372,62.0
April,REUNIDAS,35,1022,2020,2020-04-01,21464,3341,4809,1101,2758,33473,32.75244618395303
April,REUNIDAS,68,486,2020,2020-04-01,8568,1119,1747,386,868,12688,26.106995884773664
April,REUNIDAS,73,3034,2020,2020-04-01,78480,9928,10642,2595,12805,114450,37.722478576137114
April,REUNIDAS,1029,1519,2020,2020-04-01,38348,5348,6680,1627,4787,56790,37.38643844634628
April,REUNIDAS,6443,374,2020,2020-04-01,12952,2023,2511,594,1133,19213,51.3716577540107
April,REUNIDAS,7847,1065,2020,2020-04-01,23071,3882,4494,1192,2340,34979,32.84413145539906
April,REUNIDAS,9018,81,2020,2020-04-01,210,4,65,17,1,297,3.6666666666666665
April,SANTA MARIA - URB,24,1632,2020,2020-04-01,22848,3751,4623,1140,3560,35922,22.011029411764707
April,SANTA MARIA - URB,36,182,2020,2020-04-01,1129,216,533,136,111,2125,11.675824175824175
April,SANTA MARIA - URB,37,1313,2020,2020-04-01,17319,2646,3689,837,3835,28326,21.573495811119574
April,SANTA MARIA - URB,38,3044,2020,2020-04-01,82405,14644,26725,6649,7795,138218,45.40670170827858
April,SANTA MARIA - URB,39,1016,2020,2020-04-01,13749,1863,2507,592,1891,20602,20.27755905511811
April,SANTA MARIA - URB,44,189,2020,2020-04-01,2015,261,500,143,356,3275,17.32804232804233
April,SANTA MARIA - URB,46,1244,2020,2020-04-01,17189,2400,2343,811,3785,26528,21.324758842443728
April,SANTA MARIA - URB,54,2143,2020,2020-04-01,30369,4730,7042,2431,5862,50434,23.534297713485767
April,SANTA MARIA - URB,56,1370,2020,2020-04-01,10149,1178,1336,484,1671,14818,10.816058394160583
April,SANTA MARIA - URB,83,730,2020,2020-04-01,11957,1407,1830,381,498,16073,22.017808219178082
April,SANTA MARIA - URB,331,479,2020,2020-04-01,8973,1300,1266,262,942,12743,26.603340292275576
April,SANTA MARIA - URB,561,315,2020,2020-04-01,253,9,16,10,14,302,0.9587301587301588
April,VIA SUL - URB,50,2435,2020,2020-04-01,57362,8085,8641,2190,8532,84810,34.82956878850103
April,VIA SUL - URB,51,1054,2020,2020-04-01,12908,2326,2706,805,2644,21389,20.293168880455408
April,VIA SUL - URB,52,1081,2020,2020-04-01,12412,2098,3771,1187,2257,21725,20.09713228492137
April,VIA SUL - URB,65,155,2020,2020-04-01,1334,203,291,81,285,2194,14.154838709677419
May,CONCEIÇÃO,21,1931,2020,2020-05-01,37795,5350,10083,2485,2795,58508,30.29932677369239
May,CONCEIÇÃO,30,1115,2020,2020-05-01,16350,1931,2948,782,2387,24398,21.881614349775784
May,CONCEIÇÃO,31,671,2020,2020-05-01,16109,2022,2523,655,2006,23315,34.746646795827125
May,CONCEIÇÃO,41,683,2020,2020-05-01,9658,1256,1577,376,1723,14590,21.36163982430454
May,CONCEIÇÃO,59,1398,2020,2020-05-01,28183,4617,8301,2257,2766,46124,32.9928469241774
May,CONCEIÇÃO,63,1226,2020,2020-05-01,29960,3827,5632,1306,3328,44053,35.93230016313214
May,CONCEIÇÃO,76,593,2020,2020-05-01,12326,1722,2853,515,1243,18659,31.465430016863408
May,CONCEIÇÃO,83,667,2020,2020-05-01,11965,1302,1532,368,496,15663,23.482758620689655
May,CONCEIÇÃO,411,677,2020,2020-05-01,11391,2090,2387,569,1847,18284,27.007385524372232
May,CONCEIÇÃO,599,870,2020,2020-05-01,13641,2472,3327,412,2048,21900,25.17241379310345
May,CONCEIÇÃO,2271,1322,2020,2020-05-01,26307,3774,7725,1858,1905,41569,31.444024205748864
May,CONCEIÇÃO,6301,474,2020,2020-05-01,11323,1386,1829,452,1252,16242,34.265822784810126
May,DUNAS - URB,33,2393,2020,2020-05-01,83201,11469,11739,2553,12049,121011,50.568742164646885
May,DUNAS - URB,40,2308,2020,2020-05-01,71525,11527,18470,4908,7360,113790,49.302426343154245
May,DUNAS - URB,331,297,2020,2020-05-01,6953,973,1008,229,756,9919,33.397306397306394
May,DUNAS - URB,332,438,2020,2020-05-01,4814,607,599,134,433,6587,15.038812785388128
May,DUNAS - URB,411,519,2020,2020-05-01,9191,1696,2075,631,1592,15185,29.258188824662813
May,GUANABARA - URB,2,1361,2020,2020-05-01,30730,3796,4386,1115,3274,43301,31.815576781778105
May,GUANABARA - URB,4,951,2020,2020-05-01,20219,2363,2089,641,2070,27382,28.79284963196635
May,GUANABARA - URB,5,16,2020,2020-05-01,372,45,60,14,13,504,31.5
May,GUANABARA - URB,8,1922,2020,2020-05-01,58649,7272,11298,2498,10490,90207,46.93392299687825
May,GUANABARA - URB,19,649,2020,2020-05-01,11069,1323,3739,1185,940,18256,28.129429892141758
May,GUANABARA - URB,60,1917,2020,2020-05-01,52918,7163,7933,1978,5093,75085,39.1679707876891
May,GUANABARA - URB,64,1428,2020,2020-05-01,49235,6565,9588,2682,3964,72034,50.443977591036415
May,GUANABARA - URB,67,679,2020,2020-05-01,25428,3436,4335,1444,1339,35982,52.99263622974963
May,GUANABARA - URB,70,705,2020,2020-05-01,24474,3258,4050,1312,1427,34521,48.96595744680851
May,GUANABARA - URB,72,1423,2020,2020-05-01,34008,4233,4017,1158,3282,46698,32.81658468025299
May,GUANABARA - URB,75,601,2020,2020-05-01,17391,2941,2937,733,1061,25063,41.70216306156406
May,GUANABARA - URB,77,1841,2020,2020-05-01,46492,5600,4959,1341,4837,63229,34.34492123845736
May,GUANABARA - URB,79,1722,2020,2020-05-01,42433,6784,6132,1316,4752,61417,35.66608594657375
May,GUANABARA - URB,84,1516,2020,2020-05-01,39959,5736,7320,1767,4872,59654,39.349604221635886
May,GUANABARA - URB,125,68,2020,2020-05-01,47,11,21,0,0,79,1.161764705882353
May,GUANABARA - URB,1029,481,2020,2020-05-01,12198,1538,1726,470,1531,17463,36.305613305613306
May,GUANABARA - URB,1516,1160,2020,2020-05-01,30852,4451,5755,1644,2685,45387,39.126724137931035
May,GUANABARA - URB,1778,471,2020,2020-05-01,16875,2412,3312,945,1451,24995,53.067940552016985
May,GUANABARA - URB,6443,422,2020,2020-05-01,15239,2459,2746,668,1156,22268,52.76777251184834
May,GUANABARA - URB,7501,13,2020,2020-05-01,562,105,86,24,39,816,62.76923076923077
May,REUNIDAS,7,1459,2020,2020-05-01,38951,5239,4518,1113,3861,53682,36.79369431117203
May,REUNIDAS,26,1103,2020,2020-05-01,22003,2805,2606,712,3681,31807,28.836808703535812
May,REUNIDAS,27,1070,2020,2020-05-01,27201,4058,5160,1426,1779,39624,37.03177570093458
May,REUNIDAS,29,5,2020,2020-05-01,100,14,17,3,0,134,26.8
May,REUNIDAS,35,1111,2020,2020-05-01,24051,3624,4630,1215,3090,36610,32.95229522952295
May,REUNIDAS,68,515,2020,2020-05-01,9345,1156,1614,368,874,13357,25.93592233009709
May,REUNIDAS,73,2842,2020,2020-05-01,79046,10181,9898,2761,13362,115248,40.55172413793103
May,REUNIDAS,1029,1390,2020,2020-05-01,34947,4562,5481,1391,4088,50469,36.30863309352518
May,REUNIDAS,6443,378,2020,2020-05-01,16830,2512,2931,786,1465,24524,64.87830687830687
May,REUNIDAS,7847,1070,2020,2020-05-01,24179,3757,3847,1059,2184,35026,32.734579439252336
May,SANTA MARIA - URB,24,1349,2020,2020-05-01,20540,3262,3783,955,3505,32045,23.754633061527056
May,SANTA MARIA - URB,37,1052,2020,2020-05-01,13976,2063,2571,617,3174,22401,21.293726235741445
May,SANTA MARIA - URB,38,2718,2020,2020-05-01,77129,12960,23065,5969,7182,126305,46.46983075791023
May,SANTA MARIA - URB,39,1174,2020,2020-05-01,15579,2047,2328,548,2361,22863,19.474446337308347
May,SANTA MARIA - URB,44,75,2020,2020-05-01,701,105,179,51,146,1182,15.76
May,SANTA MARIA - URB,46,1075,2020,2020-05-01,18061,2664,2303,808,3848,27684,25.752558139534884
May,SANTA MARIA - URB,54,1776,2020,2020-05-01,28817,4348,6048,2126,5408,46747,26.32150900900901
May,SANTA MARIA - URB,56,534,2020,2020-05-01,4932,538,532,217,883,7102,13.299625468164795
May,SANTA MARIA - URB,83,634,2020,2020-05-01,10610,1145,1447,325,452,13979,22.048895899053626
May,SANTA MARIA - URB,331,523,2020,2020-05-01,7447,1125,1098,242,840,10752,20.55831739961759
May,SANTA MARIA - URB,332,8,2020,2020-05-01,156,18,15,4,15,208,26.0
May,SANTA MARIA - URB,411,145,2020,2020-05-01,2384,458,575,140,486,4043,27.882758620689657
May,VIA SUL - URB,50,2238,2020,2020-05-01,58857,8083,8268,2161,8536,85905,38.38471849865952
May,VIA SUL - URB,51,1009,2020,2020-05-01,15271,2646,2823,831,2596,24167,23.951437066402377
May,VIA SUL - URB,52,981,2020,2020-05-01,15198,2574,4226,1414,2404,25816,26.316004077471966
May,VIA SUL - URB,65,242,2020,2020-05-01,3125,535,580,139,495,4874,20.140495867768596
June,CONCEIÇÃO,21,1661,2020,2020-06-01,29661,3820,7561,1776,2183,45001,27.09271523178808
June,CONCEIÇÃO,30,869,2020,2020-06-01,12709,1524,2227,589,1823,18872,21.71691599539701
June,CONCEIÇÃO,31,704,2020,2020-06-01,12538,1522,1942,541,1454,17997,25.563920454545453
June,CONCEIÇÃO,41,537,2020,2020-06-01,7114,908,1125,318,1256,10721,19.96461824953445
June,CONCEIÇÃO,59,1220,2020,2020-06-01,21601,3299,6358,1631,2342,35231,28.877868852459017
June,CONCEIÇÃO,63,972,2020,2020-06-01,25079,3051,4575,1102,2533,36340,37.38683127572016
June,CONCEIÇÃO,76,507,2020,2020-06-01,10182,1320,2227,389,1086,15204,29.988165680473372
June,CONCEIÇÃO,83,565,2020,2020-06-01,9157,931,1205,265,415,11973,21.191150442477877
June,CONCEIÇÃO,411,544,2020,2020-06-01,9448,1625,1941,502,1365,14881,27.354779411764707
June,CONCEIÇÃO,599,735,2020,2020-06-01,11038,1849,2511,398,1565,17361,23.620408163265306
June,CONCEIÇÃO,2271,1094,2020,2020-06-01,20552,2624,6248,1504,1434,32362,29.581352833638025
June,CONCEIÇÃO,6301,386,2020,2020-06-01,9326,1104,1417,346,1009,13202,34.2020725388601
June,DUNAS - URB,33,2161,2020,2020-06-01,74185,10106,9664,2263,9866,106084,49.090236001851
June,DUNAS - URB,40,2086,2020,2020-06-01,60837,8855,14937,3912,5563,94104,45.11217641418984
June,DUNAS - URB,331,218,2020,2020-06-01,4842,682,672,130,492,6818,31.275229357798164
June,DUNAS - URB,332,281,2020,2020-06-01,3349,503,374,91,262,4579,16.295373665480426
June,DUNAS - URB,411,377,2020,2020-06-01,6692,1163,1479,443,1129,10906,28.928381962864723
June,GUANABARA - URB,2,1011,2020,2020-06-01,24037,2930,3288,909,2585,33749,33.381800197823935
June,GUANABARA - URB,4,761,2020,2020-06-01,15491,1849,1606,508,1529,20983,27.57293035479632
June,GUANABARA - URB,5,18,2020,2020-06-01,426,37,43,15,37,558,31.0
June,GUANABARA - URB,8,1584,2020,2020-06-01,45906,5400,8116,1812,7991,69225,43.702651515151516
June,GUANABARA - URB,19,398,2020,2020-06-01,6937,778,2462,814,585,11576,29.08542713567839
June,GUANABARA - URB,20,83,2020,2020-06-01,551,61,249,71,49,981,11.819277108433734
June,GUANABARA - URB,60,1562,2020,2020-06-01,42814,5690,6062,1535,3935,60036,38.43533930857875
June,GUANABARA - URB,64,1160,2020,2020-06-01,38943,4783,7238,2155,3020,56139,48.39568965517241
June,GUANABARA - URB,67,587,2020,2020-06-01,19450,2506,3177,1068,929,27130,46.218057921635435
June,GUANABARA - URB,70,596,2020,2020-06-01,18780,2443,3280,1076,1102,26681,44.76677852348993
June,GUANABARA - URB,72,1061,2020,2020-06-01,26189,3070,2881,833,2444,35417,33.380772855796415
